"tb_ratio","xe_ratio","benzene","toluene","ethylbenzene","m_p_xylene_2","o_xylene"
"1.82 (0.56)","6.66 (0.94)","1.34 (0.88)","2.31 (1.32)","0.70 (0.83)","4.58 (4.30)","1.02 (1.15)"
