"tb_ratio","xe_ratio","benzene","toluene","ethylbenzene","m_p_xylene_2","o_xylene"
"1.75 [1.47, 2.12]","6.72 [5.99, 7.28]","1.21 [0.81, 1.59]","1.91 [1.44, 2.76]","0.52 [0.39, 0.73]","3.37 [2.51, 4.92]","0.74 [0.56, 1.03]"
