"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"24th & Ritner122024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726657","P726657 040224 032024 Ritner SS","P726657 040224 032024 Ritner SS.D","2024-04-02","2024-03-20","sample","2024-03-13","2024-03-20",9698,2,122024,1,1.608,1.7279,"REG","REG",0.93,"CHECK",0.505,0.5413,"REG","REG",0.93,NA,0.225,0.2411,"REG","REG",0.93,NA,0.283,0.3029,"REG","REG",0.93,NA,0.737,0.8451,"REG","REG",0.87,"CHECK",0.062,0.0665,"REG","REG",0.93,NA,0.047,0.0503,"REG","REG",0.93,NA,0.05,0.0527,"REG","REG",0.95,NA,0.134,0.1446,"REG","REG",0.93,NA,0.065,0.0699,"REG","REG",0.93,NA,0.183,0.1971,"REG","REG",0.93,NA,0.081,0.0874,"REG","REG",0.93,NA,0.393,0.422,"REG","REG",0.93,NA,0.734,0.7881,"REG","REG",0.93,NA,0.119,0.1266,"REG","REG",0.94,NA,0.122,0.1279,"REG","REG",0.95,NA,0.117,0.1239,"REG","REG",0.94,NA,0.049,0.0514,"LOD","LOD",0.95,NA,0.132,0.1428,"REG","REG",0.92,NA,0.186,0.2,"REG","REG",0.93,NA,0.227,0.2432,"REG","REG",0.93,NA,0.427,0.4591,"REG","REG",0.93,NA,0.37,0.3985,"REG","REG",0.93,NA,0.995,1.0667,"REG","REG",0.93,NA,2.154,2.3146,"REG","REG",0.93,"CHECK",5.357,5.742,"REG","REG",0.93,"CHECK",0.204,0.2152,"ULOD","ULOD",0.95,NA,1.17,1.2557,"REG","REG",0.93,NA,0.095,0.0974,"REG","REG",0.98,NA,0.026,0.0235,"REG","REG",1.11,NA,0.003,0.0035,"ND","ND",0.86,NA,0.002,0.0017,"ND","ND",1.18,NA,0.008,0.0094,"REG","REG",0.85,NA,0.001,0.0208,"LOD","LOD",0.05,NA,0.318,0.3412,"REG","REG",0.93,NA,0.035,0.0375,"REG","REG",0.93,NA,0.013,0.0136,"REG","REG",0.96,NA,0.233,0.2491,"REG","REG",0.94,NA
"24th & Ritner192024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726643","P726643 051224 050824 Ritner SS","P726643 051224 050824 Ritner SS.D","2024-05-12","2024-05-08","sample","2024-05-01","2024-05-08",9546,2,192024,1,0.868,0.9331,"REG","REG",0.93,NA,0.358,0.3863,"REG","REG",0.93,NA,0.12,0.1288,"REG","REG",0.93,NA,0.182,0.1957,"REG","REG",0.93,NA,0.616,0.6629,"REG","REG",0.93,NA,0.044,0.0477,"REG","REG",0.92,NA,0.024,0.0256,"LOD","LOD",0.94,NA,0.034,0.0361,"LOD","LOD",0.94,NA,0.082,0.0882,"REG","REG",0.93,NA,0.044,0.0474,"REG","REG",0.93,NA,0.121,0.1301,"REG","REG",0.93,NA,0.041,0.0444,"LOD","LOD",0.92,NA,0.187,0.2014,"REG","REG",0.93,NA,0.251,0.2696,"REG","REG",0.93,NA,0.156,0.1676,"REG","REG",0.93,NA,0.092,0.0991,"REG","REG",0.93,NA,0.108,0.116,"REG","REG",0.93,NA,0.047,0.051,"LOD","LOD",0.92,NA,0.12,0.1292,"REG","REG",0.93,NA,0.065,0.0698,"REG","REG",0.93,NA,0.097,0.1046,"REG","REG",0.93,NA,0.156,0.1676,"REG","REG",0.93,NA,0.115,0.1232,"REG","REG",0.93,NA,0.333,0.3577,"REG","REG",0.93,NA,0.27,0.2901,"REG","REG",0.93,NA,1.763,1.8956,"REG","REG",0.93,"CHECK",0.209,0.2247,"ULOD","ULOD",0.93,NA,0.338,0.3639,"REG","REG",0.93,NA,0.047,0.0506,"REG","REG",0.93,NA,0.012,0.0134,"LOD","LOD",0.9,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.03,0.0326,"REG","REG",0.92,NA,0.322,0.3467,"REG","REG",0.93,NA,0.025,0.0274,"REG","REG",0.91,NA,0.013,0.014,"REG","REG",0.93,NA,0.037,0.0394,"REG","REG",0.94,NA
"24th & Ritner222024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P733892","P733892 060624 052924 Ritner SS","P733892 060624 052924 Ritner SS.D","2024-06-06","2024-05-29","sample","2024-05-22","2024-05-29",9605,2,222024,1,0.769,0.8262,"REG","REG",0.93,NA,0.268,0.2896,"REG","REG",0.93,NA,0.101,0.1085,"REG","REG",0.93,NA,0.162,0.1745,"REG","REG",0.93,NA,0.505,0.5425,"REG","REG",0.93,NA,0.029,0.0314,"LOD","LOD",0.92,NA,0.015,0.0159,"LOD","LOD",0.94,NA,0.023,0.0251,"LOD","LOD",0.92,NA,0.058,0.0621,"REG","REG",0.93,NA,0.025,0.0273,"LOD","LOD",0.92,NA,0.071,0.0768,"REG","REG",0.92,NA,0.029,0.0315,"LOD","LOD",0.92,NA,0.173,0.1857,"REG","REG",0.93,NA,0.194,0.2089,"REG","REG",0.93,NA,0.06,0.0647,"REG","REG",0.93,NA,0.062,0.0668,"REG","REG",0.93,NA,0.052,0.0556,"LOD","LOD",0.94,NA,0.026,0.0281,"LOD","LOD",0.93,NA,0.075,0.0805,"LOD","LOD",0.93,NA,0.076,0.082,"REG","REG",0.93,NA,0.09,0.097,"REG","REG",0.93,NA,0.155,0.1666,"REG","REG",0.93,NA,0.137,0.147,"REG","REG",0.93,NA,0.343,0.3682,"REG","REG",0.93,NA,0.517,0.5547,"REG","REG",0.93,NA,1.365,1.4675,"REG","REG",0.93,"CHECK",0.104,0.113,"REG","REG",0.92,NA,0.398,0.4274,"REG","REG",0.93,NA,0.036,0.0443,"REG","REG",0.81,NA,0.006,0.007,"LOD","LOD",0.86,NA,0.035,0.0372,"REG","REG",0.94,NA,0.002,0.0017,"ND","ND",1.18,NA,0.011,0.011,"REG","REG",1,NA,0.034,0.0364,"REG","REG",0.93,NA,0.167,0.1798,"REG","REG",0.93,NA,0.025,0.0292,"REG","REG",0.86,NA,0.009,0.0093,"REG","REG",0.97,NA,0.046,0.0496,"REG","REG",0.93,NA
"26th & Hartranft282023",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P726647","P726647 071323 071223 26th St. 1WK SS","P726647 071323 071223 26th St 1WK SS.D","2023-07-13","2023-07-12","sample","2023-07-05","2023-07-12",9418,2,282023,1,1.127,1.2135,"REG","REG",0.93,NA,0.367,0.3949,"REG","REG",0.93,NA,0.207,0.223,"REG","REG",0.93,NA,0.275,0.2962,"REG","REG",0.93,NA,0.506,0.545,"REG","REG",0.93,NA,0.097,0.1048,"REG","REG",0.93,NA,0.099,0.1068,"REG","REG",0.93,NA,0.078,0.0842,"REG","REG",0.93,NA,0.173,0.1863,"REG","REG",0.93,NA,0.063,0.0681,"REG","REG",0.93,NA,0.197,0.2124,"REG","REG",0.93,NA,0.132,0.1416,"REG","REG",0.93,NA,0.489,0.5266,"REG","REG",0.93,NA,0.595,0.6406,"REG","REG",0.93,NA,0.158,0.17,"REG","REG",0.93,NA,0.148,0.1598,"REG","REG",0.93,NA,0.463,0.4985,"REG","REG",0.93,NA,0.61,0.6564,"REG","REG",0.93,NA,0.808,0.8698,"REG","REG",0.93,NA,0.269,0.2896,"REG","REG",0.93,NA,0.212,0.2297,"REG","REG",0.92,NA,0.395,0.4247,"REG","REG",0.93,NA,0.521,0.5606,"REG","REG",0.93,NA,1.035,1.1136,"REG","REG",0.93,NA,1.577,1.7098,"REG","REG",0.92,"CHECK",3.175,3.4028,"REG","REG",0.93,"CHECK",0.16,0.1627,"REG","REG",0.98,NA,3.115,3.353,"ULOD","ULOD",0.93,"CHECK",0.084,0.0854,"REG","REG",0.98,NA,0.005,0.0052,"ND","ND",0.96,NA,0.035,0.0392,"REG","REG",0.89,NA,0.002,0.0018,"ND","ND",1.11,NA,0,5e-4,"ND","ND",0,NA,0.006,0.0063,"ND","ND",0.95,NA,0.185,0.1986,"REG","REG",0.93,NA,0.028,0.0298,"REG","REG",0.94,NA,0.013,0.0142,"REG","REG",0.92,NA,0.038,0.0404,"REG","REG",0.94,NA
"26th & Hartranft292023",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P726603","P726603 072723 071923 26th St 1WK DS","P726603 072723 071923 26th St 1WK DS.D","2023-07-27","2023-07-19","sample","2023-07-12","2023-07-19",9278,14.3,292023,1,0.861,0.9281,"REG","REG",0.93,NA,0.464,0.4995,"REG","REG",0.93,NA,0.143,0.1541,"REG","REG",0.93,NA,0.263,0.2839,"LOD","LOD",0.93,NA,0.599,0.645,"REG","REG",0.93,NA,0.136,0.1462,"LOD","LOD",0.93,NA,0.153,0.1645,"LOD","LOD",0.93,NA,0.099,0.1063,"LOD","LOD",0.93,NA,0.226,0.2434,"LOD","LOD",0.93,NA,0.081,0.0872,"LOD","LOD",0.93,NA,0.238,0.2569,"REG","REG",0.93,NA,0.13,0.1401,"LOD","LOD",0.93,NA,0.257,0.2766,"REG","REG",0.93,NA,0.371,0.4002,"REG","REG",0.93,NA,0.424,0.4569,"REG","REG",0.93,NA,0.223,0.2402,"REG","REG",0.93,NA,0.744,0.8021,"REG","REG",0.93,NA,1.107,1.1927,"REG","REG",0.93,NA,1.327,1.4304,"REG","REG",0.93,"CHECK",0.217,0.2335,"LOD","LOD",0.93,NA,0.189,0.2052,"LOD","LOD",0.92,NA,0.191,0.2055,"LOD","LOD",0.93,NA,0.251,0.2704,"LOD","LOD",0.93,NA,0.436,0.4699,"LOD","LOD",0.93,NA,1.088,1.1856,"REG","REG",0.92,NA,2.724,2.9204,"REG","REG",0.93,"CHECK",0.356,0.3745,"REG","REG",0.95,NA,0.828,0.8923,"REG","REG",0.93,NA,0.064,0.0638,"LOD","LOD",1,NA,0.005,0.0052,"ND","ND",0.96,NA,0.113,0.1237,"REG","REG",0.91,NA,0.002,0.0018,"ND","ND",1.11,NA,0.026,0.0283,"REG","REG",0.92,NA,0.006,0.0064,"ND","ND",0.94,NA,0.514,0.5544,"REG","REG",0.93,NA,0.067,0.072,"REG","REG",0.93,NA,0.032,0.0343,"REG","REG",0.93,NA,0.17,0.1835,"REG","REG",0.93,NA
"26th & Hartranft442023",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P726641","P726641 111023 110123 26th St SS RR","P726641 111023 110123 26th St SS RR.D","2023-11-10","2023-11-01","sample","2023-10-25","2023-11-01",9583,2,442023,1,4.124,4.4327,"REG","REG",0.93,"CHECK",0.872,0.9424,"REG","REG",0.93,NA,0.587,0.6303,"REG","REG",0.93,NA,0.761,0.8183,"REG","REG",0.93,NA,1.559,1.6781,"REG","REG",0.93,"CHECK",0.184,0.198,"REG","REG",0.93,NA,0.151,0.1623,"REG","REG",0.93,NA,0.137,0.1475,"REG","REG",0.93,NA,0.351,0.3771,"REG","REG",0.93,NA,0.172,0.1851,"REG","REG",0.93,NA,0.501,0.5383,"REG","REG",0.93,NA,0.229,0.2466,"REG","REG",0.93,NA,1.204,1.3007,"REG","REG",0.93,NA,1.948,2.0933,"REG","REG",0.93,"CHECK",0.332,0.4045,"REG","REG",0.82,NA,0.393,0.4413,"REG","REG",0.89,NA,0.369,0.3996,"REG","REG",0.92,NA,0.274,0.295,"REG","REG",0.93,NA,0.453,0.4946,"REG","REG",0.92,NA,1.012,1.0878,"REG","REG",0.93,NA,0.426,0.4584,"REG","REG",0.93,NA,1.106,1.1896,"REG","REG",0.93,NA,1.256,1.3492,"REG","REG",0.93,NA,2.367,2.5452,"ULOD","ULOD",0.93,"CHECK",1.991,2.1405,"ULOD","ULOD",0.93,"CHECK",3.697,3.9753,"ULOD","ULOD",0.93,"CHECK",0.138,0.1473,"ULOD","ULOD",0.94,NA,2.042,2.1969,"ULOD","ULOD",0.93,"CHECK",0.318,0.3514,"REG","REG",0.9,NA,0.051,0.0672,"REG","REG",0.76,NA,0.009,0.0103,"LOD","LOD",0.87,NA,0.002,0.0017,"ND","ND",1.18,NA,0.012,0.0134,"REG","REG",0.9,NA,0.006,0.0062,"ND","ND",0.97,NA,0.265,0.2853,"REG","REG",0.93,NA,0.054,0.0575,"REG","REG",0.94,NA,0.022,0.0232,"REG","REG",0.95,NA,0.125,0.1342,"REG","REG",0.93,NA
"26th & Hartranft492023",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P726649","P726649 120923 120623 26th St SS","P726649 120923 120623 26th St SS.D","2023-12-09","2023-12-06","sample","2023-11-29","2023-12-06",9510,2,492023,1,1.015,1.0913,"REG","REG",0.93,NA,0.493,0.529,"REG","REG",0.93,NA,0.15,0.1614,"REG","REG",0.93,NA,0.204,0.2197,"REG","REG",0.93,NA,0.591,0.6358,"REG","REG",0.93,NA,0.056,0.0599,"REG","REG",0.93,NA,0.039,0.0417,"REG","REG",0.94,NA,0.04,0.0435,"REG","REG",0.92,NA,0.096,0.1033,"REG","REG",0.93,NA,0.048,0.0516,"REG","REG",0.93,NA,0.138,0.149,"REG","REG",0.93,NA,0.065,0.0701,"REG","REG",0.93,NA,0.324,0.3487,"REG","REG",0.93,NA,0.508,0.5461,"REG","REG",0.93,NA,0.177,0.1908,"REG","REG",0.93,NA,0.108,0.1165,"REG","REG",0.93,NA,0.175,0.1877,"REG","REG",0.93,NA,0.116,0.125,"REG","REG",0.93,NA,0.199,0.2138,"REG","REG",0.93,NA,0.249,0.2677,"REG","REG",0.93,NA,0.267,0.2869,"REG","REG",0.93,NA,0.313,0.3365,"REG","REG",0.93,NA,0.334,0.3588,"REG","REG",0.93,NA,0.751,0.8079,"REG","REG",0.93,NA,1.805,1.9413,"REG","REG",0.93,"CHECK",3.72,4.0018,"ULOD","ULOD",0.93,"CHECK",0.21,0.226,"ULOD","ULOD",0.93,NA,0.875,0.9408,"REG","REG",0.93,NA,0.106,0.1136,"REG","REG",0.93,NA,0.023,0.0247,"REG","REG",0.93,NA,0.01,0.0103,"LOD","LOD",0.97,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.009,0.0093,"LOD","LOD",0.97,NA,0.267,0.2875,"REG","REG",0.93,NA,0.046,0.0491,"REG","REG",0.94,NA,0.017,0.0187,"REG","REG",0.91,NA,0.093,0.1001,"REG","REG",0.93,NA
"26th & Hartranft502023",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P733873","P733873 122123 121323 26th St SS","P733873 122123 121323 26th St SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9439,2,502023,1,0.965,1.039,"REG","REG",0.93,NA,0.447,0.4801,"REG","REG",0.93,NA,0.146,0.1573,"REG","REG",0.93,NA,0.195,0.2102,"REG","REG",0.93,NA,0.566,0.6091,"REG","REG",0.93,NA,0.056,0.0603,"REG","REG",0.93,NA,0.042,0.0452,"REG","REG",0.93,NA,0.041,0.0438,"REG","REG",0.94,NA,0.093,0.1004,"REG","REG",0.93,NA,0.041,0.044,"REG","REG",0.93,NA,0.131,0.1413,"REG","REG",0.93,NA,0.06,0.0642,"REG","REG",0.93,NA,0.288,0.3103,"REG","REG",0.93,NA,0.472,0.5078,"REG","REG",0.93,NA,0.174,0.1872,"REG","REG",0.93,NA,0.101,0.1086,"REG","REG",0.93,NA,0.2,0.215,"REG","REG",0.93,NA,0.149,0.1603,"REG","REG",0.93,NA,0.24,0.2578,"REG","REG",0.93,NA,0.149,0.1605,"REG","REG",0.93,NA,0.193,0.208,"REG","REG",0.93,NA,0.302,0.3249,"REG","REG",0.93,NA,0.255,0.2742,"REG","REG",0.93,NA,0.684,0.7364,"REG","REG",0.93,NA,1.323,1.4234,"REG","REG",0.93,"CHECK",3.071,3.3054,"REG","REG",0.93,"CHECK",0.14,0.1511,"ULOD","ULOD",0.93,NA,1.057,1.1375,"REG","REG",0.93,NA,0.084,0.0901,"REG","REG",0.93,NA,0.03,0.032,"REG","REG",0.94,NA,0.01,0.0104,"LOD","LOD",0.96,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.009,0.0094,"LOD","LOD",0.96,NA,0.354,0.3811,"REG","REG",0.93,NA,0.037,0.0396,"REG","REG",0.93,NA,0.017,0.0188,"REG","REG",0.9,NA,0.202,0.2169,"REG","REG",0.93,NA
"26th & Hartranft32024",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P733867","P733867 012524 011724 26th St SS","P733867 012524 011724 26th St SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9713,2,32024,1,0.435,0.467,"REG","REG",0.93,NA,0.422,0.4536,"REG","REG",0.93,NA,0.072,0.0772,"REG","REG",0.93,NA,0.101,0.1089,"REG","REG",0.93,NA,0.341,0.3658,"REG","REG",0.93,NA,0.029,0.0313,"LOD","LOD",0.93,NA,0.02,0.022,"LOD","LOD",0.91,NA,0.02,0.0213,"LOD","LOD",0.94,NA,0.046,0.0499,"REG","REG",0.92,NA,0.018,0.019,"LOD","LOD",0.95,NA,0.047,0.0506,"REG","REG",0.93,NA,0.029,0.0312,"LOD","LOD",0.93,NA,0.173,0.186,"REG","REG",0.93,NA,0.327,0.3507,"REG","REG",0.93,NA,0.125,0.1338,"REG","REG",0.93,NA,0.08,0.0862,"REG","REG",0.93,NA,0.084,0.0904,"REG","REG",0.93,NA,0.059,0.0634,"REG","REG",0.93,NA,0.119,0.1284,"REG","REG",0.93,NA,0.116,0.1248,"REG","REG",0.93,NA,0.173,0.186,"REG","REG",0.93,NA,0.201,0.2162,"REG","REG",0.93,NA,0.107,0.1151,"REG","REG",0.93,NA,0.486,0.5223,"REG","REG",0.93,NA,1.897,2.038,"REG","REG",0.93,"CHECK",3.964,4.2574,"REG","REG",0.93,"CHECK",0.142,0.1528,"ULOD","ULOD",0.93,NA,0.612,0.6578,"REG","REG",0.93,NA,0.118,0.1266,"REG","REG",0.93,NA,0.026,0.0276,"REG","REG",0.94,NA,0.003,0.0035,"ND","ND",0.86,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.009,0.0092,"LOD","LOD",0.98,NA,0.345,0.3703,"REG","REG",0.93,NA,0.031,0.0337,"REG","REG",0.92,NA,0.012,0.0124,"REG","REG",0.97,NA,0.324,0.3476,"REG","REG",0.93,NA
"26th & Hartranft122024",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P726604","P726604 040224 032024 26th St SS","P726604 040224 032024 26th St SS.D","2024-04-02","2024-03-20","sample","2024-03-13","2024-03-20",9690,2,122024,1,1.04,1.1175,"REG","REG",0.93,NA,0.367,0.3934,"REG","REG",0.93,NA,0.153,0.1639,"REG","REG",0.93,NA,0.197,0.2108,"REG","REG",0.93,NA,0.558,0.6526,"REG","REG",0.86,NA,0.051,0.0548,"REG","REG",0.93,NA,0.047,0.0503,"REG","REG",0.93,NA,0.043,0.0456,"REG","REG",0.94,NA,0.101,0.1085,"REG","REG",0.93,NA,0.047,0.0505,"REG","REG",0.93,NA,0.135,0.1457,"REG","REG",0.93,NA,0.076,0.0812,"REG","REG",0.94,NA,0.325,0.3491,"REG","REG",0.93,NA,0.485,0.5204,"REG","REG",0.93,NA,0.101,0.1071,"REG","REG",0.94,NA,0.106,0.1108,"REG","REG",0.96,NA,0.155,0.1642,"REG","REG",0.94,NA,0.158,0.1686,"REG","REG",0.94,NA,0.229,0.2461,"REG","REG",0.93,NA,0.53,0.5692,"REG","REG",0.93,NA,0.259,0.2777,"REG","REG",0.93,NA,0.313,0.3357,"REG","REG",0.93,NA,0.427,0.4595,"REG","REG",0.93,NA,0.785,0.841,"REG","REG",0.93,NA,1.427,1.5332,"REG","REG",0.93,"CHECK",3.348,3.5845,"REG","REG",0.93,"CHECK",0.204,0.2154,"ULOD","ULOD",0.95,NA,1.363,1.4632,"REG","REG",0.93,"CHECK",0.062,0.0619,"REG","REG",1,NA,0.005,0.005,"ND","ND",1,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.008,0.0094,"REG","REG",0.85,NA,0.006,0.0151,"ND","LOD",0.4,NA,0.318,0.3415,"REG","REG",0.93,NA,0.026,0.0279,"REG","REG",0.93,NA,0.013,0.0136,"REG","REG",0.96,NA,0.229,0.2444,"REG","REG",0.94,NA
