"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"Bartram’s Garden392023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733859","P733859 092923 092723 Bartrams SS","P733859 092923 092723 Bartrams SS RENAME.D","2023-09-29","2023-09-27","sample","2023-09-20","2023-09-27",10069,2,392023,1,0.341,0.3405,"REG","REG",1,NA,0.2,0.1986,"REG","REG",1.01,NA,0.054,0.0542,"REG","REG",1,NA,0.068,0.0675,"REG","REG",1.01,NA,0.241,0.2409,"REG","REG",1,NA,0.011,0.0113,"LOD","LOD",0.97,NA,0.007,0.0073,"ND","ND",0.96,NA,0.005,0.0051,"LOD","LOD",0.98,NA,0.024,0.0244,"LOD","LOD",0.98,NA,0.011,0.0112,"LOD","LOD",0.98,NA,0.033,0.0331,"REG","REG",1,NA,0.012,0.0115,"LOD","LOD",1.04,NA,0.052,0.0523,"REG","REG",0.99,NA,0.1,0.0999,"REG","REG",1,NA,0.01,0.0097,"ND","ND",1.03,NA,0.006,0.0061,"ND","ND",0.98,NA,0.02,0.0202,"LOD","LOD",0.99,NA,0.007,0.0072,"LOD","LOD",0.97,NA,0.02,0.0204,"LOD","LOD",0.98,NA,0.024,0.0241,"LOD","LOD",1,NA,0.035,0.0353,"LOD","LOD",0.99,NA,0.06,0.0596,"REG","REG",1.01,NA,0.034,0.0341,"LOD","LOD",1,NA,0.133,0.1332,"REG","REG",1,NA,0.202,0.202,"REG","REG",1,NA,0.605,0.6053,"REG","REG",1,NA,0.096,0.0964,"REG","REG",1,NA,0.105,0.1045,"REG","REG",1,NA,0.007,0.0066,"ND","ND",1.06,NA,0.005,0.0048,"ND","ND",1.04,NA,0.019,0.019,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.026,0.0262,"REG","REG",0.99,NA,0.272,0.2715,"REG","REG",1,NA,0.028,0.0278,"REG","REG",1.01,NA,0.018,0.0177,"REG","REG",1.02,NA,0.142,0.1419,"REG","REG",1,NA
"Bartram’s Garden402023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733897","P733897 101223 100423 Bartrams SS","P733897 101223 100423 Bartrams SS.D","2023-10-12","2023-10-04","sample","2023-09-27","2023-10-04",10123,2,402023,1,0.598,0.5984,"REG","REG",1,NA,0.282,0.2809,"REG","REG",1,NA,0.093,0.0934,"REG","REG",1,NA,0.13,0.13,"REG","REG",1,NA,0.418,0.4183,"REG","REG",1,NA,0.019,0.0187,"LOD","LOD",1.02,NA,0.012,0.012,"LOD","LOD",1,NA,0.017,0.017,"LOD","LOD",1,NA,0.049,0.0485,"REG","REG",1.01,NA,0.022,0.0224,"LOD","LOD",0.98,NA,0.049,0.0486,"REG","REG",1.01,NA,0.024,0.0239,"LOD","LOD",1,NA,0.117,0.1166,"REG","REG",1,NA,0.224,0.2239,"REG","REG",1,NA,0.009,0.0089,"REG","REG",1.01,NA,0.033,0.0333,"REG","REG",0.99,NA,0.033,0.0332,"LOD","LOD",0.99,NA,0.012,0.0123,"LOD","LOD",0.98,NA,0.026,0.0263,"LOD","LOD",0.99,NA,0.06,0.0599,"REG","REG",1,NA,0.059,0.0592,"REG","REG",1,NA,0.105,0.1047,"REG","REG",1,NA,0.07,0.0697,"LOD","LOD",1,NA,0.241,0.2409,"REG","REG",1,NA,0.375,0.3749,"REG","REG",1,NA,1.073,1.0725,"REG","REG",1,NA,0.077,0.0774,"REG","REG",0.99,NA,0.207,0.2069,"REG","REG",1,NA,0.028,0.0284,"REG","REG",0.99,NA,0.005,0.0048,"ND","ND",1.04,NA,0.035,0.0347,"REG","REG",1.01,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.043,0.0428,"REG","REG",1,NA,0.284,0.2843,"REG","REG",1,NA,0.037,0.0369,"REG","REG",1,NA,0.018,0.0176,"REG","REG",1.02,NA,0.08,0.08,"REG","REG",1,NA
"Bartram’s Garden412023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726604","P726604 101323 101123 Bartrams SS","P726604 101323 101123 Bartrams SS.D","2023-10-13","2023-10-11","sample","2023-10-04","2023-10-11",9990,1.99,412023,1,0.674,0.6744,"REG","REG",1,NA,0.34,0.3391,"REG","REG",1,NA,0.104,0.1041,"REG","REG",1,NA,0.147,0.1468,"REG","REG",1,NA,0.464,0.464,"REG","REG",1,NA,0.023,0.0227,"LOD","LOD",1.01,NA,0.015,0.0152,"LOD","LOD",0.99,NA,0.021,0.0206,"LOD","LOD",1.02,NA,0.056,0.0559,"REG","REG",1,NA,0.023,0.0226,"LOD","LOD",1.02,NA,0.066,0.0656,"REG","REG",1.01,NA,0.03,0.0302,"LOD","LOD",0.99,NA,0.15,0.1496,"REG","REG",1,NA,0.332,0.332,"REG","REG",1,NA,0.01,0.0098,"ND","ND",1.02,NA,0.025,0.0252,"REG","REG",0.99,NA,0.038,0.0383,"LOD","LOD",0.99,NA,0.012,0.0123,"LOD","LOD",0.98,NA,0.033,0.0331,"LOD","LOD",1,NA,0.085,0.0845,"REG","REG",1.01,NA,0.07,0.0696,"REG","REG",1.01,NA,0.145,0.1454,"REG","REG",1,NA,0.117,0.1172,"REG","REG",1,NA,0.328,0.3279,"REG","REG",1,NA,0.541,0.5414,"REG","REG",1,NA,1.669,1.6695,"REG","REG",1,NA,0.213,0.2135,"ULOD","ULOD",1,NA,0.282,0.282,"REG","REG",1,NA,0.051,0.0514,"REG","REG",0.99,NA,0.025,0.0253,"REG","REG",0.99,NA,0.035,0.0349,"REG","REG",1,NA,0.002,0.0017,"ND","ND",1.18,NA,0.007,0.0073,"REG","REG",0.96,NA,0.065,0.0653,"REG","REG",1,NA,0.287,0.2866,"REG","REG",1,NA,0.047,0.0465,"REG","REG",1.01,NA,0.018,0.0177,"REG","REG",1.02,NA,0.142,0.1423,"REG","REG",1,NA
"Bartram’s Garden422023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733869","P733869 102623 101823 Bartrams SS RENAME","P733869 102623 101823 Bartrams SS RENAME.D","2023-10-26","2023-10-18","sample","2023-10-11","2023-10-18",10255,2,422023,1,0.521,0.521,"REG","REG",1,NA,0.224,0.2225,"REG","REG",1.01,NA,0.082,0.0824,"REG","REG",1,NA,0.113,0.1129,"REG","REG",1,NA,0.305,0.305,"REG","REG",1,NA,0.015,0.0148,"LOD","LOD",1.01,NA,0.009,0.0089,"LOD","LOD",1.01,NA,0.017,0.0168,"LOD","LOD",1.01,NA,0.041,0.0411,"LOD","LOD",1,NA,0.022,0.0221,"LOD","LOD",1,NA,0.048,0.0479,"REG","REG",1,NA,0.018,0.0177,"LOD","LOD",1.02,NA,0.071,0.0711,"REG","REG",1,NA,0.143,0.143,"REG","REG",1,NA,0.01,0.0095,"ND","ND",1.05,NA,0.004,0.0045,"REG","REG",0.89,NA,0.033,0.0328,"LOD","LOD",1.01,NA,0.012,0.0121,"LOD","LOD",0.99,NA,0.026,0.026,"LOD","LOD",1,NA,0.041,0.0414,"LOD","LOD",0.99,NA,0.042,0.0422,"LOD","LOD",1,NA,0.084,0.0839,"REG","REG",1,NA,0.046,0.0459,"LOD","LOD",1,NA,0.19,0.1903,"REG","REG",1,NA,0.3,0.3,"REG","REG",1,NA,0.854,0.8544,"REG","REG",1,NA,0.138,0.1385,"REG","REG",1,NA,0.132,0.1324,"REG","REG",1,NA,0.017,0.0168,"REG","REG",1.01,NA,0.005,0.0047,"ND","ND",1.06,NA,0.018,0.0182,"REG","REG",0.99,NA,0.002,0.0016,"ND","ND",1.25,NA,0,4e-4,"ND","ND",0,NA,0.075,0.0748,"REG","REG",1,NA,0.323,0.3227,"REG","REG",1,NA,0.036,0.0365,"REG","REG",0.99,NA,0.022,0.0217,"REG","REG",1.01,NA,0.13,0.13,"REG","REG",1,NA
"Bartram’s Garden432023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726601","P726601 102723 102523 Bartrams SS","P726601 102723 102523 Bartrams SS.D","2023-10-27","2023-10-25","sample","2023-10-18","2023-10-25",9883,2,432023,1,0.591,0.5912,"REG","REG",1,NA,0.226,0.2245,"REG","REG",1.01,NA,0.091,0.0906,"REG","REG",1,NA,0.128,0.1278,"REG","REG",1,NA,0.372,0.3724,"REG","REG",1,NA,0.015,0.0154,"LOD","LOD",0.97,NA,0.012,0.0123,"LOD","LOD",0.98,NA,0.014,0.014,"LOD","LOD",1,NA,0.043,0.0426,"LOD","LOD",1.01,NA,0.023,0.0229,"LOD","LOD",1,NA,0.05,0.0497,"REG","REG",1.01,NA,0.018,0.0184,"LOD","LOD",0.98,NA,0.126,0.126,"REG","REG",1,NA,0.216,0.2159,"REG","REG",1,NA,0.033,0.0332,"REG","REG",0.99,NA,0.03,0.0299,"REG","REG",1,NA,0.034,0.0341,"LOD","LOD",1,NA,0.007,0.0071,"LOD","LOD",0.99,NA,0.027,0.027,"LOD","LOD",1,NA,0.055,0.0552,"REG","REG",1,NA,0.061,0.0606,"REG","REG",1.01,NA,0.121,0.1207,"REG","REG",1,NA,0.083,0.0833,"REG","REG",1,NA,0.284,0.2838,"REG","REG",1,NA,0.457,0.4566,"REG","REG",1,NA,1.195,1.1949,"REG","REG",1,NA,0.144,0.1437,"ULOD","ULOD",1,NA,0.223,0.2226,"REG","REG",1,NA,0.029,0.0291,"REG","REG",1,NA,0.005,0.0049,"ND","ND",1.02,NA,0.003,0.0035,"ND","ND",0.86,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.049,0.0495,"REG","REG",0.99,NA,0.306,0.3057,"REG","REG",1,NA,0.038,0.0378,"REG","REG",1.01,NA,0.018,0.018,"REG","REG",1,NA,0.149,0.1494,"REG","REG",1,NA
"Bartram’s Garden442023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726603","P726603 110923 110123 Bartrams SS","P726603 110923 110123 Bartrams SS.D","2023-11-09","2023-11-01","sample","2023-10-25","2023-11-01",10310,2,442023,1,0.643,0.6422,"REG","REG",1,NA,0.289,0.294,"REG","REG",0.98,NA,0.106,0.1057,"REG","REG",1,NA,0.143,0.1429,"REG","REG",1,NA,0.716,0.7177,"REG","REG",1,NA,0.022,0.0221,"LOD","LOD",1,NA,0.007,0.0071,"ND","ND",0.99,NA,0.02,0.0201,"LOD","LOD",1,NA,0.054,0.0545,"REG","REG",0.99,NA,0.026,0.0256,"LOD","LOD",1.02,NA,0.056,0.0558,"REG","REG",1,NA,0.029,0.0294,"LOD","LOD",0.99,NA,0.152,0.1577,"REG","REG",0.96,NA,0.252,0.2515,"REG","REG",1,NA,0.272,0.3159,"REG","REG",0.86,NA,0.142,0.1596,"REG","REG",0.89,NA,0.075,0.0781,"REG","REG",0.96,NA,0.023,0.0225,"LOD","LOD",1.02,NA,0.058,0.0653,"LOD","LOD",0.89,NA,0.053,0.0529,"REG","REG",1,NA,0.048,0.0484,"REG","REG",0.99,NA,0.122,0.1229,"REG","REG",0.99,NA,0.103,0.1016,"REG","REG",1.01,NA,0.272,0.2721,"REG","REG",1,NA,0.368,0.3681,"REG","REG",1,NA,1.072,1.0715,"REG","REG",1,NA,0.135,0.1341,"REG","REG",1.01,NA,0.193,0.194,"REG","REG",0.99,NA,0.039,0.0479,"REG","REG",0.81,NA,0.005,0.0104,"ND","LOD",0.48,NA,0.003,0.0033,"ND","ND",0.91,NA,0.002,0.0016,"ND","ND",1.25,NA,0,4e-4,"ND","ND",0,NA,0.037,0.0361,"REG","REG",1.02,NA,0.279,0.2791,"REG","REG",1,NA,0.036,0.0354,"REG","REG",1.02,NA,0.026,0.0259,"REG","REG",1,NA,0.125,0.1247,"REG","REG",1,NA
"Bartram’s Garden452023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726645","P726645 111023 110823 Bartrams SS","P726645 111023 110823 Bartrams SS.D","2023-11-10","2023-11-08","sample","2023-11-01","2023-11-08",9905,2,452023,1,0.899,0.8993,"REG","REG",1,NA,0.426,0.4259,"REG","REG",1,NA,0.145,0.1454,"REG","REG",1,NA,0.197,0.1966,"REG","REG",1,NA,0.67,0.6698,"REG","REG",1,NA,0.031,0.0307,"LOD","LOD",1.01,NA,0.018,0.0185,"LOD","LOD",0.97,NA,0.028,0.0279,"LOD","LOD",1,NA,0.078,0.0779,"REG","REG",1,NA,0.027,0.0267,"LOD","LOD",1.01,NA,0.075,0.0749,"REG","REG",1,NA,0.037,0.0367,"LOD","LOD",1.01,NA,0.216,0.2162,"REG","REG",1,NA,0.37,0.3695,"REG","REG",1,NA,0.108,0.1077,"REG","REG",1,NA,0.078,0.0778,"REG","REG",1,NA,0.081,0.0813,"REG","REG",1,NA,0.023,0.0235,"LOD","LOD",0.98,NA,0.068,0.068,"LOD","LOD",1,NA,0.073,0.0734,"REG","REG",0.99,NA,0.067,0.0672,"REG","REG",1,NA,0.175,0.175,"REG","REG",1,NA,0.141,0.1413,"REG","REG",1,NA,0.369,0.3694,"REG","REG",1,NA,0.559,0.5592,"REG","REG",1,NA,1.615,1.6153,"REG","REG",1,NA,0.142,0.1425,"ULOD","ULOD",1,NA,0.287,0.2869,"REG","REG",1,NA,0.062,0.0615,"REG","REG",1.01,NA,0.018,0.0176,"REG","REG",1.02,NA,0.013,0.0132,"LOD","LOD",0.98,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.105,0.1049,"REG","REG",1,NA,0.305,0.3051,"REG","REG",1,NA,0.037,0.0368,"REG","REG",1.01,NA,0.036,0.0359,"REG","REG",1,NA,0.072,0.0721,"REG","REG",1,NA
"Bartram’s Garden462023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733848","P733848 112423 111523 Bartrams SS","P733848 112423 111523 Bartrams SS.D","2023-11-24","2023-11-15","sample","2023-11-08","2023-11-15",10107,2,462023,1,0.422,0.4219,"REG","REG",1,NA,0.312,0.3123,"REG","REG",1,NA,0.068,0.0683,"REG","REG",1,NA,0.094,0.0937,"REG","REG",1,NA,0.353,0.3532,"REG","REG",1,NA,0.015,0.015,"LOD","LOD",1,NA,0.007,0.0072,"ND","ND",0.97,NA,0.014,0.0136,"LOD","LOD",1.03,NA,0.035,0.0347,"LOD","LOD",1.01,NA,0.015,0.0149,"LOD","LOD",1.01,NA,0.04,0.0404,"REG","REG",0.99,NA,0.018,0.018,"LOD","LOD",1,NA,0.11,0.1098,"REG","REG",1,NA,0.217,0.217,"REG","REG",1,NA,0.091,0.0914,"REG","REG",1,NA,0.056,0.0557,"REG","REG",1.01,NA,0.041,0.041,"LOD","LOD",1,NA,0.007,0.007,"LOD","LOD",1,NA,0.04,0.0402,"LOD","LOD",1,NA,0.042,0.042,"LOD","LOD",1,NA,0.04,0.0395,"LOD","LOD",1.01,NA,0.106,0.1055,"REG","REG",1,NA,0.057,0.057,"LOD","LOD",1,NA,0.229,0.2293,"REG","REG",1,NA,0.355,0.3552,"REG","REG",1,NA,1.037,1.0365,"REG","REG",1,NA,0.198,0.1983,"REG","REG",1,NA,0.146,0.1458,"REG","REG",1,NA,0.038,0.0375,"REG","REG",1.01,NA,0.011,0.0106,"LOD","LOD",1.04,NA,0.003,0.0032,"LOD","LOD",0.94,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.042,0.0423,"REG","REG",0.99,NA,0.256,0.2563,"REG","REG",1,NA,0.036,0.0361,"REG","REG",1,NA,0.018,0.0176,"REG","REG",1.02,NA,0.165,0.1649,"REG","REG",1,NA
"Bartram’s Garden472023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733865","P733865 112523 112223 Bartrams SS","P733865 112523 112223 Bartrams SS.D","2023-11-25","2023-11-22","sample","2023-11-15","2023-11-22",10171,2,472023,1,0.813,0.8125,"REG","REG",1,NA,0.396,0.3963,"REG","REG",1,NA,0.127,0.1268,"REG","REG",1,NA,0.176,0.1759,"REG","REG",1,NA,0.606,0.6062,"REG","REG",1,NA,0.03,0.0299,"LOD","LOD",1,NA,0.018,0.018,"LOD","LOD",1,NA,0.024,0.0237,"LOD","LOD",1.01,NA,0.066,0.0655,"REG","REG",1.01,NA,0.03,0.0297,"REG","REG",1.01,NA,0.065,0.0647,"REG","REG",1,NA,0.036,0.0358,"LOD","LOD",1.01,NA,0.23,0.2296,"REG","REG",1,NA,0.399,0.3992,"REG","REG",1,NA,0.11,0.1096,"REG","REG",1,NA,0.084,0.084,"REG","REG",1,NA,0.065,0.0647,"REG","REG",1,NA,0.023,0.0229,"LOD","LOD",1,NA,0.06,0.0596,"LOD","LOD",1.01,NA,0.077,0.0775,"REG","REG",0.99,NA,0.069,0.0687,"REG","REG",1,NA,0.203,0.2032,"REG","REG",1,NA,0.149,0.1492,"REG","REG",1,NA,0.444,0.4436,"REG","REG",1,NA,0.575,0.5748,"REG","REG",1,NA,1.611,1.6106,"REG","REG",1,NA,0.21,0.2099,"ULOD","ULOD",1,NA,0.342,0.3415,"REG","REG",1,NA,0.071,0.0712,"REG","REG",1,NA,0.017,0.0172,"REG","REG",0.99,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.053,0.053,"REG","REG",1,NA,0.255,0.2546,"REG","REG",1,NA,0.036,0.0358,"REG","REG",1.01,NA,0.026,0.0262,"REG","REG",0.99,NA,0.169,0.1685,"REG","REG",1,NA
"Bartram’s Garden482023",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733886","P733886 120823 112923 Bartrams SS","P733886 120823 112923 Bartrams SS.D","2023-12-08","2023-11-29","sample","2023-11-22","2023-11-29",9982,2,482023,1,0.313,0.3098,"REG","REG",1.01,NA,0.316,0.3162,"REG","REG",1,NA,0.054,0.0536,"REG","REG",1.01,NA,0.069,0.067,"REG","REG",1.03,NA,0.268,0.2647,"REG","REG",1.01,NA,0.009,0.0088,"ND","ND",1.02,NA,0.007,0.0073,"ND","ND",0.96,NA,0.01,0.0104,"LOD","LOD",0.96,NA,0.025,0.0246,"LOD","LOD",1.02,NA,0.011,0.0113,"LOD","LOD",0.97,NA,0.024,0.025,"REG","REG",0.96,NA,0.012,0.0121,"LOD","LOD",0.99,NA,0.085,0.0801,"REG","REG",1.06,NA,0.146,0.1463,"REG","REG",1,NA,0.059,0.0386,"REG","REG",1.53,NA,0.035,0.015,"REG","REG",2.33,NA,0.032,0.0323,"LOD","LOD",0.99,NA,0.012,0.0162,"LOD","LOD",0.74,NA,0.027,0.0301,"LOD","LOD",0.9,NA,0.024,0.0243,"LOD","LOD",0.99,NA,0.023,0.0233,"LOD","LOD",0.99,NA,0.067,0.0668,"REG","REG",1,NA,0.046,0.0471,"LOD","LOD",0.98,NA,0.134,0.1344,"REG","REG",1,NA,0.205,0.2055,"REG","REG",1,NA,0.649,0.645,"REG","REG",1.01,NA,0.086,0.0871,"REG","REG",0.99,NA,0.105,0.1055,"REG","REG",1,NA,0.05,0.0507,"REG","REG",0.99,NA,0.004,0.0034,"LOD","LOD",1.18,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.026,0.0256,"REG","REG",1.02,NA,0.288,0.2883,"REG","REG",1,NA,0.037,0.0375,"REG","REG",0.99,NA,0.013,0.0134,"REG","REG",0.97,NA,0.086,0.0859,"REG","REG",1,NA
