"site","site_type","site_id","variable_name","summary","voc_name","variable_name_old","mw","category_1","category_2","category_2no","sort_in_category"
"28th & Point Breeze","stationary",5,"benzene_1_4_diethyl","0.1 [0.1, 0.2]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"28th & Point Breeze","stationary",5,"benzene_1_2_3_trimethyl","0.2 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"28th & Point Breeze","stationary",5,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.2]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"28th & Point Breeze","stationary",5,"benzene_1_ethyl_3_methyl","0.3 [0.3, 0.5]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"28th & Point Breeze","stationary",5,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.2]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"28th & Point Breeze","stationary",5,"benzene_propyl","0.2 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"28th & Point Breeze","stationary",5,"mesitylene","0.4 [0.4, 0.6]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"28th & Point Breeze","stationary",5,"n_hexane","0.9 [0.7, 1.7]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"28th & Point Breeze","stationary",5,"heptane","0.8 [0.6, 1.1]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"28th & Point Breeze","stationary",5,"octane","0.3 [0.2, 0.6]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"28th & Point Breeze","stationary",5,"nonane","0.5 [0.2, 0.8]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"28th & Point Breeze","stationary",5,"decane","0.4 [0.4, 0.6]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"28th & Point Breeze","stationary",5,"undecane","0.6 [0.4, 0.8]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"28th & Point Breeze","stationary",5,"dodecane","0.3 [0.2, 0.4]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"28th & Point Breeze","stationary",5,"butane_2_methyl","0.5 [0.3, 0.9]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"28th & Point Breeze","stationary",5,"pentane_2_methyl","5.6 [3.8, 8.7]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"28th & Point Breeze","stationary",5,"hexane_2_methyl","0.6 [0.5, 1.1]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"28th & Point Breeze","stationary",5,"hexane_3_methyl","1.6 [1.2, 2.3]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"28th & Point Breeze","stationary",5,"heptane_3_methyl","0.8 [0.6, 1.0]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"28th & Point Breeze","stationary",5,"pentane_3_methyl","1.9 [1.3, 2.9]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"28th & Point Breeze","stationary",5,"pentane_2_4_dimethyl","0.4 [0.3, 0.4]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"28th & Point Breeze","stationary",5,"pentane_2_3_4_trimethyl","0.5 [0.4, 0.7]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"28th & Point Breeze","stationary",5,"cyclohexane_methyl","1.8 [1.4, 2.3]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"28th & Point Breeze","stationary",5,"x1_hexene","0.2 [0.1, 0.3]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"28th & Point Breeze","stationary",5,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"28th & Point Breeze","stationary",5,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"28th & Point Breeze","stationary",5,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"28th & Point Breeze","stationary",5,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"28th & Point Breeze","stationary",5,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"28th & Point Breeze","stationary",5,"carbon_tetrachloride","1.7 [1.3, 2.1]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"28th & Point Breeze","stationary",5,"tetrachloroethylene","0.1 [0.1, 0.2]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"28th & Point Breeze","stationary",5,"trichloromonofluoromethane","0.6 [0.3, 0.9]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"28th & Point Breeze","stationary",5,"benzene_1_2_dichloro","0.1 [0.1, 0.2]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"25th & Point Breeze","stationary",6,"benzene","1.0 [0.7, 1.5]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"25th & Point Breeze","stationary",6,"toluene","2.1 [1.6, 3.1]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"25th & Point Breeze","stationary",6,"ethylbenzene","0.5 [0.4, 0.7]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"25th & Point Breeze","stationary",6,"m_p_xylene_2","3.5 [2.6, 4.6]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"25th & Point Breeze","stationary",6,"o_xylene","0.7 [0.6, 1.0]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"25th & Point Breeze","stationary",6,"xylenes","4.2 [3.2, 5.6]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"25th & Point Breeze","stationary",6,"benzene_1_4_diethyl","0.1 [0.1, 0.1]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"25th & Point Breeze","stationary",6,"benzene_1_2_3_trimethyl","0.2 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"25th & Point Breeze","stationary",6,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.2]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"25th & Point Breeze","stationary",6,"benzene_1_ethyl_3_methyl","0.3 [0.2, 0.4]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"25th & Point Breeze","stationary",6,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.2]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"25th & Point Breeze","stationary",6,"benzene_propyl","0.1 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"25th & Point Breeze","stationary",6,"mesitylene","0.4 [0.3, 0.5]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"25th & Point Breeze","stationary",6,"n_hexane","0.8 [0.6, 1.4]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"25th & Point Breeze","stationary",6,"heptane","0.7 [0.6, 1.1]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"25th & Point Breeze","stationary",6,"octane","0.3 [0.2, 0.4]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"25th & Point Breeze","stationary",6,"nonane","0.4 [0.2, 0.6]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"25th & Point Breeze","stationary",6,"decane","0.4 [0.3, 0.6]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"25th & Point Breeze","stationary",6,"undecane","0.5 [0.4, 0.6]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"25th & Point Breeze","stationary",6,"dodecane","0.2 [0.1, 0.3]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"25th & Point Breeze","stationary",6,"butane_2_methyl","0.4 [0.2, 1.0]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"25th & Point Breeze","stationary",6,"pentane_2_methyl","4.5 [3.1, 7.7]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"25th & Point Breeze","stationary",6,"hexane_2_methyl","0.7 [0.5, 1.2]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"25th & Point Breeze","stationary",6,"hexane_3_methyl","1.6 [1.2, 2.8]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"25th & Point Breeze","stationary",6,"heptane_3_methyl","0.6 [0.4, 0.8]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"25th & Point Breeze","stationary",6,"pentane_3_methyl","1.5 [1.1, 2.4]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"25th & Point Breeze","stationary",6,"pentane_2_4_dimethyl","0.3 [0.2, 0.4]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"25th & Point Breeze","stationary",6,"pentane_2_3_4_trimethyl","0.4 [0.3, 0.5]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"25th & Point Breeze","stationary",6,"cyclohexane_methyl","1.4 [1.0, 1.8]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"25th & Point Breeze","stationary",6,"x1_hexene","0.1 [0.1, 0.2]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"25th & Point Breeze","stationary",6,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"25th & Point Breeze","stationary",6,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"25th & Point Breeze","stationary",6,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"25th & Point Breeze","stationary",6,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"25th & Point Breeze","stationary",6,"trichloromethane","0.1 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"25th & Point Breeze","stationary",6,"carbon_tetrachloride","1.8 [1.3, 2.2]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"25th & Point Breeze","stationary",6,"tetrachloroethylene","0.1 [0.1, 0.2]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"25th & Point Breeze","stationary",6,"trichloromonofluoromethane","0.6 [0.3, 0.9]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"25th & Point Breeze","stationary",6,"benzene_1_2_dichloro","0.1 [0.1, 0.2]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"Morris & Point Breeze","stationary",7,"benzene","1.2 [0.8, 1.5]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"Morris & Point Breeze","stationary",7,"toluene","1.9 [1.5, 2.6]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"Morris & Point Breeze","stationary",7,"ethylbenzene","0.5 [0.4, 0.6]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"Morris & Point Breeze","stationary",7,"m_p_xylene_2","3.1 [2.5, 4.4]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"Morris & Point Breeze","stationary",7,"o_xylene","0.7 [0.6, 0.9]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"Morris & Point Breeze","stationary",7,"xylenes","3.9 [3.1, 5.4]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"Morris & Point Breeze","stationary",7,"benzene_1_4_diethyl","0.1 [0.1, 0.1]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"Morris & Point Breeze","stationary",7,"benzene_1_2_3_trimethyl","0.2 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Morris & Point Breeze","stationary",7,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.2]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"Morris & Point Breeze","stationary",7,"benzene_1_ethyl_3_methyl","0.3 [0.3, 0.4]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"Morris & Point Breeze","stationary",7,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.2]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"Morris & Point Breeze","stationary",7,"benzene_propyl","0.2 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"Morris & Point Breeze","stationary",7,"mesitylene","0.4 [0.3, 0.5]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"Morris & Point Breeze","stationary",7,"n_hexane","0.8 [0.6, 1.4]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"Morris & Point Breeze","stationary",7,"heptane","0.6 [0.5, 0.9]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"Morris & Point Breeze","stationary",7,"octane","0.3 [0.2, 0.4]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"Morris & Point Breeze","stationary",7,"nonane","0.4 [0.3, 0.7]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Morris & Point Breeze","stationary",7,"decane","0.5 [0.4, 0.7]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"Morris & Point Breeze","stationary",7,"undecane","0.8 [0.6, 1.1]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"Morris & Point Breeze","stationary",7,"dodecane","0.4 [0.3, 0.7]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"Morris & Point Breeze","stationary",7,"butane_2_methyl","0.4 [0.3, 1.0]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"Morris & Point Breeze","stationary",7,"pentane_2_methyl","4.3 [3.2, 7.3]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"Morris & Point Breeze","stationary",7,"hexane_2_methyl","0.5 [0.4, 0.9]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"Morris & Point Breeze","stationary",7,"hexane_3_methyl","1.2 [0.9, 1.9]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"Morris & Point Breeze","stationary",7,"heptane_3_methyl","0.5 [0.4, 0.8]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"Morris & Point Breeze","stationary",7,"pentane_3_methyl","1.5 [1.1, 2.6]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"Morris & Point Breeze","stationary",7,"pentane_2_4_dimethyl","0.3 [0.2, 0.3]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"Morris & Point Breeze","stationary",7,"pentane_2_3_4_trimethyl","0.3 [0.2, 0.4]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"Morris & Point Breeze","stationary",7,"cyclohexane_methyl","1.1 [0.8, 1.6]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"Morris & Point Breeze","stationary",7,"x1_hexene","0.2 [0.1, 0.2]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"Morris & Point Breeze","stationary",7,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"Morris & Point Breeze","stationary",7,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"Morris & Point Breeze","stationary",7,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"Morris & Point Breeze","stationary",7,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"Morris & Point Breeze","stationary",7,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"Morris & Point Breeze","stationary",7,"carbon_tetrachloride","1.7 [1.3, 2.1]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"Morris & Point Breeze","stationary",7,"tetrachloroethylene","0.1 [0.1, 0.2]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"Morris & Point Breeze","stationary",7,"trichloromonofluoromethane","0.6 [0.3, 0.9]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"Morris & Point Breeze","stationary",7,"benzene_1_2_dichloro","0.2 [0.2, 0.3]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"24th & Ritner","stationary",8,"benzene","1.3 [0.9, 1.8]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"24th & Ritner","stationary",8,"toluene","1.9 [1.6, 2.6]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"24th & Ritner","stationary",8,"ethylbenzene","0.5 [0.4, 0.7]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"24th & Ritner","stationary",8,"m_p_xylene_2","3.4 [2.7, 4.9]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"24th & Ritner","stationary",8,"o_xylene","0.7 [0.6, 1.0]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"24th & Ritner","stationary",8,"xylenes","4.1 [3.3, 6.0]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"24th & Ritner","stationary",8,"benzene_1_4_diethyl","0.1 [0.1, 0.2]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"24th & Ritner","stationary",8,"benzene_1_2_3_trimethyl","0.2 [0.1, 0.3]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"24th & Ritner","stationary",8,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.2]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"24th & Ritner","stationary",8,"benzene_1_ethyl_3_methyl","0.4 [0.3, 0.5]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"24th & Ritner","stationary",8,"benzene_1_ethyl_4_methyl","0.2 [0.1, 0.2]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"24th & Ritner","stationary",8,"benzene_propyl","0.2 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"24th & Ritner","stationary",8,"mesitylene","0.4 [0.4, 0.6]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"24th & Ritner","stationary",8,"n_hexane","1.0 [0.7, 1.8]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"24th & Ritner","stationary",8,"heptane","0.8 [0.6, 1.3]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"24th & Ritner","stationary",8,"octane","0.4 [0.3, 0.6]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"24th & Ritner","stationary",8,"nonane","0.7 [0.4, 1.0]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"24th & Ritner","stationary",8,"decane","0.5 [0.3, 0.8]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"24th & Ritner","stationary",8,"undecane","0.6 [0.4, 0.9]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"24th & Ritner","stationary",8,"dodecane","0.2 [0.2, 0.4]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"24th & Ritner","stationary",8,"butane_2_methyl","0.6 [0.3, 1.2]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"24th & Ritner","stationary",8,"pentane_2_methyl","5.5 [3.8, 9.8]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"24th & Ritner","stationary",8,"hexane_2_methyl","0.7 [0.5, 1.1]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"24th & Ritner","stationary",8,"hexane_3_methyl","1.6 [1.3, 2.5]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"24th & Ritner","stationary",8,"heptane_3_methyl","0.7 [0.5, 1.1]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"24th & Ritner","stationary",8,"pentane_3_methyl","2.0 [1.4, 3.6]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"24th & Ritner","stationary",8,"pentane_2_4_dimethyl","0.4 [0.2, 0.5]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"24th & Ritner","stationary",8,"pentane_2_3_4_trimethyl","0.5 [0.3, 0.6]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"24th & Ritner","stationary",8,"cyclohexane_methyl","1.8 [1.3, 2.8]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"24th & Ritner","stationary",8,"x1_hexene","0.2 [0.1, 0.3]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"24th & Ritner","stationary",8,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"24th & Ritner","stationary",8,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"24th & Ritner","stationary",8,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"24th & Ritner","stationary",8,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"24th & Ritner","stationary",8,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"24th & Ritner","stationary",8,"carbon_tetrachloride","1.8 [1.3, 2.1]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"24th & Ritner","stationary",8,"tetrachloroethylene","0.1 [0.1, 0.2]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"24th & Ritner","stationary",8,"trichloromonofluoromethane","0.6 [0.3, 0.9]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"24th & Ritner","stationary",8,"benzene_1_2_dichloro","0.1 [0.1, 0.2]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"26th & Hartranft","stationary",9,"benzene","1.2 [1.0, 1.6]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"26th & Hartranft","stationary",9,"toluene","1.8 [1.5, 2.4]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"26th & Hartranft","stationary",9,"ethylbenzene","0.6 [0.5, 0.7]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"26th & Hartranft","stationary",9,"m_p_xylene_2","3.7 [2.9, 4.8]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"26th & Hartranft","stationary",9,"o_xylene","0.8 [0.6, 1.0]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"26th & Hartranft","stationary",9,"xylenes","4.4 [3.6, 5.7]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"26th & Hartranft","stationary",9,"benzene_1_4_diethyl","0.3 [0.2, 0.5]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"26th & Hartranft","stationary",9,"benzene_1_2_3_trimethyl","0.3 [0.2, 0.4]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"26th & Hartranft","stationary",9,"benzene_1_ethyl_2_methyl","0.2 [0.2, 0.3]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"26th & Hartranft","stationary",9,"benzene_1_ethyl_3_methyl","0.5 [0.3, 0.7]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"26th & Hartranft","stationary",9,"benzene_1_ethyl_4_methyl","0.2 [0.2, 0.3]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"26th & Hartranft","stationary",9,"benzene_propyl","0.3 [0.2, 0.5]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"26th & Hartranft","stationary",9,"mesitylene","0.7 [0.5, 0.9]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
