"site","site_type","site_id","variable_name","summary","voc_name","variable_name_old","mw","category_1","category_2","category_2no","sort_in_category"
"26th & Hartranft","stationary",9,"n_hexane","1.2 [0.9, 2.0]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"26th & Hartranft","stationary",9,"heptane","1.0 [0.8, 1.8]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"26th & Hartranft","stationary",9,"octane","0.5 [0.4, 0.8]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"26th & Hartranft","stationary",9,"nonane","0.7 [0.6, 1.4]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"26th & Hartranft","stationary",9,"decane","1.1 [0.9, 2.0]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"26th & Hartranft","stationary",9,"undecane","1.8 [1.5, 3.2]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"26th & Hartranft","stationary",9,"dodecane","1.4 [0.9, 2.5]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"26th & Hartranft","stationary",9,"butane_2_methyl","1.1 [0.5, 2.6]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"26th & Hartranft","stationary",9,"pentane_2_methyl","11.2 [6.1, 16.1]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"26th & Hartranft","stationary",9,"hexane_2_methyl","1.0 [0.7, 1.5]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"26th & Hartranft","stationary",9,"hexane_3_methyl","2.6 [1.7, 3.7]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"26th & Hartranft","stationary",9,"heptane_3_methyl","1.3 [0.8, 2.0]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"26th & Hartranft","stationary",9,"pentane_3_methyl","5.0 [2.4, 7.1]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"26th & Hartranft","stationary",9,"pentane_2_4_dimethyl","0.8 [0.5, 1.2]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"26th & Hartranft","stationary",9,"pentane_2_3_4_trimethyl","1.1 [0.7, 1.7]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"26th & Hartranft","stationary",9,"cyclohexane_methyl","3.7 [2.4, 6.2]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"26th & Hartranft","stationary",9,"x1_hexene","0.3 [0.2, 0.4]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"26th & Hartranft","stationary",9,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"26th & Hartranft","stationary",9,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"26th & Hartranft","stationary",9,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"26th & Hartranft","stationary",9,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"26th & Hartranft","stationary",9,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"26th & Hartranft","stationary",9,"carbon_tetrachloride","1.7 [1.3, 2.1]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"26th & Hartranft","stationary",9,"tetrachloroethylene","0.1 [0.1, 0.1]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"26th & Hartranft","stationary",9,"trichloromonofluoromethane","0.6 [0.3, 0.9]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"26th & Hartranft","stationary",9,"benzene_1_2_dichloro","0.1 [0.0, 0.1]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"Hartranft & Pietro Wy","rotating",10,"benzene","1.1 [0.7, 2.0]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"Hartranft & Pietro Wy","rotating",10,"toluene","1.3 [1.1, 2.0]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"Hartranft & Pietro Wy","rotating",10,"ethylbenzene","0.4 [0.3, 0.5]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"Hartranft & Pietro Wy","rotating",10,"m_p_xylene_2","1.9 [1.7, 2.8]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"Hartranft & Pietro Wy","rotating",10,"o_xylene","0.4 [0.4, 0.6]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"Hartranft & Pietro Wy","rotating",10,"xylenes","2.3 [2.2, 3.3]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"Hartranft & Pietro Wy","rotating",10,"benzene_1_4_diethyl","0.1 [0.1, 0.1]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"Hartranft & Pietro Wy","rotating",10,"benzene_1_2_3_trimethyl","0.1 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Hartranft & Pietro Wy","rotating",10,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.1]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"Hartranft & Pietro Wy","rotating",10,"benzene_1_ethyl_3_methyl","0.3 [0.2, 0.3]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"Hartranft & Pietro Wy","rotating",10,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.1]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"Hartranft & Pietro Wy","rotating",10,"benzene_propyl","0.2 [0.2, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"Hartranft & Pietro Wy","rotating",10,"mesitylene","0.3 [0.3, 0.4]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"Hartranft & Pietro Wy","rotating",10,"n_hexane","0.6 [0.5, 1.2]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"Hartranft & Pietro Wy","rotating",10,"heptane","0.5 [0.5, 1.0]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"Hartranft & Pietro Wy","rotating",10,"octane","0.3 [0.3, 0.4]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"Hartranft & Pietro Wy","rotating",10,"nonane","0.5 [0.4, 0.6]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Hartranft & Pietro Wy","rotating",10,"decane","0.4 [0.4, 0.5]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"Hartranft & Pietro Wy","rotating",10,"undecane","0.8 [0.7, 1.0]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"Hartranft & Pietro Wy","rotating",10,"dodecane","0.5 [0.4, 0.5]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"Hartranft & Pietro Wy","rotating",10,"butane_2_methyl","0.2 [0.1, 0.4]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"Hartranft & Pietro Wy","rotating",10,"pentane_2_methyl","2.9 [1.9, 5.3]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"Hartranft & Pietro Wy","rotating",10,"hexane_2_methyl","0.4 [0.4, 0.7]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"Hartranft & Pietro Wy","rotating",10,"hexane_3_methyl","0.9 [0.9, 1.6]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"Hartranft & Pietro Wy","rotating",10,"heptane_3_methyl","0.6 [0.5, 0.7]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"Hartranft & Pietro Wy","rotating",10,"pentane_3_methyl","1.2 [0.8, 2.2]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"Hartranft & Pietro Wy","rotating",10,"pentane_2_4_dimethyl","0.2 [0.2, 0.3]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"Hartranft & Pietro Wy","rotating",10,"pentane_2_3_4_trimethyl","0.3 [0.3, 0.5]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"Hartranft & Pietro Wy","rotating",10,"cyclohexane_methyl","1.4 [1.2, 2.5]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"Hartranft & Pietro Wy","rotating",10,"x1_hexene","0.1 [0.1, 0.1]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"Hartranft & Pietro Wy","rotating",10,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"Hartranft & Pietro Wy","rotating",10,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"Hartranft & Pietro Wy","rotating",10,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"Hartranft & Pietro Wy","rotating",10,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"Hartranft & Pietro Wy","rotating",10,"trichloromethane","0.1 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"Hartranft & Pietro Wy","rotating",10,"carbon_tetrachloride","1.4 [1.1, 1.9]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"Hartranft & Pietro Wy","rotating",10,"tetrachloroethylene","0.1 [0.1, 0.1]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"Hartranft & Pietro Wy","rotating",10,"trichloromonofluoromethane","0.4 [0.2, 0.7]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"Hartranft & Pietro Wy","rotating",10,"benzene_1_2_dichloro","0.1 [0.0, 0.1]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"Snyder & Vare","rotating",11,"benzene","1.1 [0.8, 1.9]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"Snyder & Vare","rotating",11,"toluene","1.6 [1.5, 2.4]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"Snyder & Vare","rotating",11,"ethylbenzene","0.4 [0.4, 0.6]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"Snyder & Vare","rotating",11,"m_p_xylene_2","2.4 [2.2, 3.6]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"Snyder & Vare","rotating",11,"o_xylene","0.6 [0.5, 0.9]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"Snyder & Vare","rotating",11,"xylenes","3.0 [2.7, 4.5]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"Snyder & Vare","rotating",11,"benzene_1_4_diethyl","0.1 [0.1, 0.2]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"Snyder & Vare","rotating",11,"benzene_1_2_3_trimethyl","0.2 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.2]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"Snyder & Vare","rotating",11,"benzene_1_ethyl_3_methyl","0.4 [0.3, 0.4]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"Snyder & Vare","rotating",11,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.2]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"Snyder & Vare","rotating",11,"benzene_propyl","0.2 [0.1, 0.3]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"Snyder & Vare","rotating",11,"mesitylene","0.4 [0.3, 0.6]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"Snyder & Vare","rotating",11,"n_hexane","0.7 [0.6, 1.3]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"Snyder & Vare","rotating",11,"heptane","0.7 [0.6, 1.2]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"Snyder & Vare","rotating",11,"octane","0.5 [0.3, 0.7]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"Snyder & Vare","rotating",11,"nonane","0.9 [0.5, 1.3]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Snyder & Vare","rotating",11,"decane","0.6 [0.4, 0.8]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"Snyder & Vare","rotating",11,"undecane","0.9 [0.6, 1.6]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"Snyder & Vare","rotating",11,"dodecane","0.6 [0.3, 1.0]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"Snyder & Vare","rotating",11,"butane_2_methyl","0.2 [0.2, 0.4]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"Snyder & Vare","rotating",11,"pentane_2_methyl","3.0 [2.4, 5.5]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"Snyder & Vare","rotating",11,"hexane_2_methyl","0.4 [0.4, 0.8]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"Snyder & Vare","rotating",11,"hexane_3_methyl","1.0 [0.9, 1.9]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"Snyder & Vare","rotating",11,"heptane_3_methyl","0.6 [0.4, 1.0]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"Snyder & Vare","rotating",11,"pentane_3_methyl","1.1 [0.9, 2.3]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"Snyder & Vare","rotating",11,"pentane_2_4_dimethyl","0.2 [0.2, 0.4]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"Snyder & Vare","rotating",11,"pentane_2_3_4_trimethyl","0.2 [0.2, 0.3]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"Snyder & Vare","rotating",11,"cyclohexane_methyl","1.2 [0.8, 4.2]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"Snyder & Vare","rotating",11,"x1_hexene","0.2 [0.2, 0.3]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"Snyder & Vare","rotating",11,"x2_pentene_z_cis","0.0 [0.0, 0.0]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"Snyder & Vare","rotating",11,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"Snyder & Vare","rotating",11,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"Snyder & Vare","rotating",11,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"Snyder & Vare","rotating",11,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"Snyder & Vare","rotating",11,"carbon_tetrachloride","1.5 [1.1, 2.0]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"Snyder & Vare","rotating",11,"tetrachloroethylene","0.1 [0.1, 0.1]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"Snyder & Vare","rotating",11,"trichloromonofluoromethane","0.4 [0.2, 0.7]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"Snyder & Vare","rotating",11,"benzene_1_2_dichloro","0.1 [0.1, 0.1]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"29th & Moore","rotating",12,"benzene","1.2 [0.8, 1.6]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"29th & Moore","rotating",12,"toluene","2.0 [1.4, 2.6]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"29th & Moore","rotating",12,"ethylbenzene","0.5 [0.4, 0.5]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"29th & Moore","rotating",12,"m_p_xylene_2","2.8 [2.1, 3.5]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"29th & Moore","rotating",12,"o_xylene","0.7 [0.6, 0.7]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"29th & Moore","rotating",12,"xylenes","3.5 [2.7, 4.2]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"29th & Moore","rotating",12,"benzene_1_4_diethyl","0.1 [0.1, 0.1]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"29th & Moore","rotating",12,"benzene_1_2_3_trimethyl","0.1 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.1]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"29th & Moore","rotating",12,"benzene_1_ethyl_3_methyl","0.3 [0.3, 0.3]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"29th & Moore","rotating",12,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.1]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"29th & Moore","rotating",12,"benzene_propyl","0.2 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"29th & Moore","rotating",12,"mesitylene","0.3 [0.3, 0.4]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"29th & Moore","rotating",12,"n_hexane","1.0 [0.5, 1.4]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"29th & Moore","rotating",12,"heptane","0.8 [0.5, 1.0]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"29th & Moore","rotating",12,"octane","0.4 [0.3, 0.4]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"29th & Moore","rotating",12,"nonane","0.7 [0.5, 0.8]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"29th & Moore","rotating",12,"decane","0.5 [0.4, 0.5]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"29th & Moore","rotating",12,"undecane","0.8 [0.4, 1.1]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"29th & Moore","rotating",12,"dodecane","0.6 [0.1, 1.1]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"29th & Moore","rotating",12,"butane_2_methyl","0.3 [0.1, 0.5]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"29th & Moore","rotating",12,"pentane_2_methyl","3.1 [2.0, 4.4]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"29th & Moore","rotating",12,"hexane_2_methyl","0.6 [0.4, 0.8]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"29th & Moore","rotating",12,"hexane_3_methyl","1.3 [0.9, 1.6]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"29th & Moore","rotating",12,"heptane_3_methyl","0.5 [0.5, 0.5]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"29th & Moore","rotating",12,"pentane_3_methyl","1.1 [0.8, 1.5]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"29th & Moore","rotating",12,"pentane_2_4_dimethyl","0.2 [0.2, 0.2]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"29th & Moore","rotating",12,"pentane_2_3_4_trimethyl","0.3 [0.2, 0.3]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"29th & Moore","rotating",12,"cyclohexane_methyl","0.9 [0.8, 1.1]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"29th & Moore","rotating",12,"x1_hexene","0.2 [0.1, 0.2]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"29th & Moore","rotating",12,"x2_pentene_z_cis","0.0 [0.0, 0.0]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"29th & Moore","rotating",12,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"29th & Moore","rotating",12,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"29th & Moore","rotating",12,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"29th & Moore","rotating",12,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"29th & Moore","rotating",12,"carbon_tetrachloride","1.7 [1.2, 2.4]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"29th & Moore","rotating",12,"tetrachloroethylene","0.1 [0.1, 0.1]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"29th & Moore","rotating",12,"trichloromonofluoromethane","0.3 [0.2, 0.6]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"29th & Moore","rotating",12,"benzene_1_2_dichloro","0.2 [0.2, 0.2]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"Wharton Park","rotating",13,"benzene","0.9 [0.6, 1.2]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"Wharton Park","rotating",13,"toluene","1.3 [1.2, 1.5]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"Wharton Park","rotating",13,"ethylbenzene","0.4 [0.3, 0.4]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"Wharton Park","rotating",13,"m_p_xylene_2","2.3 [1.9, 2.6]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"Wharton Park","rotating",13,"o_xylene","0.5 [0.5, 0.6]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"Wharton Park","rotating",13,"xylenes","2.8 [2.4, 3.2]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"Wharton Park","rotating",13,"benzene_1_4_diethyl","0.1 [0.1, 0.1]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"Wharton Park","rotating",13,"benzene_1_2_3_trimethyl","0.1 [0.1, 0.1]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.1]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"Wharton Park","rotating",13,"benzene_1_ethyl_3_methyl","0.3 [0.2, 0.3]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"Wharton Park","rotating",13,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.1]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"Wharton Park","rotating",13,"benzene_propyl","0.1 [0.1, 0.1]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"Wharton Park","rotating",13,"mesitylene","0.3 [0.3, 0.3]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"Wharton Park","rotating",13,"n_hexane","0.7 [0.4, 1.0]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"Wharton Park","rotating",13,"heptane","0.4 [0.3, 0.6]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"Wharton Park","rotating",13,"octane","0.1 [0.1, 0.2]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"Wharton Park","rotating",13,"nonane","0.2 [0.1, 0.4]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Wharton Park","rotating",13,"decane","0.4 [0.3, 0.4]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"Wharton Park","rotating",13,"undecane","0.3 [0.3, 0.4]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"Wharton Park","rotating",13,"dodecane","0.1 [0.1, 0.2]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"Wharton Park","rotating",13,"butane_2_methyl","0.2 [0.1, 0.4]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"Wharton Park","rotating",13,"pentane_2_methyl","3.5 [2.2, 4.7]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"Wharton Park","rotating",13,"hexane_2_methyl","0.4 [0.3, 0.5]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
