Box number,Tube number,Blanked prior,Date blanked,Date shipped to PA,Date received in ID,Days in RETURN transit,Time collected (DAYS),Purged,RUN/SPLIT TYPE,Qedited by,added to database,Q-Edit Method,MULTIPLIER,"FILE NAME (TUBE # + TODAY DATE + END DATE + LOCATION + (FB,LAB BLANK,DUP,etc)",LOCATION NUMBER,LOCATION,LOCATION LAT/LONG,Sample Type,START DATE,START TIME,User set up,END DATE,END TIME,User take down,COMMENTS,Date return shipped to ID,Tracking #,MONTH,USE SAMPLE
59,P733891,Y,15-Apr,4/19/2024,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P733891 060624 052924 28th SS,4,28th,"39.92061091, -75.1955879",Sample,5/22/2024,9:58:00 AM,LF,5/29/2024,1:35:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P733892,Y,15-Apr,4/19/2024,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P733892 060624 052924 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,5/22/2024,10:03:00 AM,LF,5/29/2024,2:08:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P726612,,,,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P726612 060624 052924 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,5/22/2024,10:07:00 AM,LF,5/29/2024,1:49:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P726646,,,,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P726646 060624 052924 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,5/22/2024,10:12:00 AM,LF,5/29/2024,1:43:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P726662,,,,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P726662 060624 052924 Bambrey SS,,Bambrey,NA,Sample,5/22/2024,10:17:00 AM,LF,5/29/2024,2:02:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P726663,,,,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P726663 060624 052924 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,5/22/2024,10:23:00 AM,LF,5/29/2024,1:55:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P733845,,,,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P733845 060624 052924 26th SS,9,26th,"39.91327125, -75.1922011",Sample,5/22/2024,10:32:00 AM,LF,5/29/2024,2:20:00 PM,LF,,6/5/2024,7.74093E+11,,
60,P726604,Y,13-May,5/16/2024,,,,Y,NO SPLIT,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,1,P726604 052424 052224 26th FB,9,26th FB,"39.91327125, -75.1922011",Field Blank,5/22/2024,10:34:00 AM,LF,5/22/0204,10:34:00 AM,LF,,5/22/2024,7.76034E+11,,
60,P726605,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P726605 060724 052924 26th DUP SS,9,26th DUP,"39.91327125, -75.1922011",Duplicate,5/22/2024,10:32:00 AM,LF,5/29/2024,2:20:00 PM,ST,,6/5/2024,7.74093E+11,,
60,P726606,Y,13-May,5/16/2024,,,,Y,NO SPLIT,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,1,P726606 052424 052224 LAB BLANK,,LAB BLANK,NA,Lab Blank,5/17/2024,,,5/22/2024,,,,5/22/2024,7.76034E+11,,
60,P726608,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726608 060724 060524 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,5/29/2024,1:01:00 PM,JN,6/5/2024,12:52:00 PM,ST,,6/5/2024,7.74093E+11,,
60,P726609,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726609 060724 060524 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,5/29/2024,1:17:00 PM,JN,6/5/2024,1:10:00 PM,ST,,6/5/2024,7.74093E+11,,
60,P726611,Y,13-May,5/16/2024,6/6/2024,,not used fell on ground,,,,,,,,,,NA,Sample,5/29/2024,,,,,,Tube fell in a hole in the ground - was recovered but not used,6/5/2024,7.74093E+11,,no
60,P726614,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726614 060724 060524 61st SS,3,61st,"39.91820446, -75.2085474",Sample,5/29/2024,1:29:00 PM,JN,6/5/2024,1:18:00 PM,ST,,6/5/2024,7.74093E+11,,
60,P726615,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726615 060724 060524 28th SS,4,28th,"39.92061091, -75.1955879",Sample,5/29/2024,1:35:00 PM,JN,6/5/2024,1:24:00 PM,ST,,6/5/2024,7.74093E+11,,
60,P726616,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726616 060724 060524 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,5/29/2024,1:45:00 PM,JN,6/5/2024,1:32:00 PM,ST,,6/5/2024,7.74093E+11,,
60,P726618,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726618 060724 060524 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,5/29/2024,1:49:00 PM,JN,6/5/2024,1:55:00 PM,ST,,6/5/2024,7.74093E+11,,
61,P726619,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726619 060724 060524 Pt B Mid DUP SS,6,Pt B Mid DUP,"39.92771763, -75.1873965",Duplicate,5/29/2024,1:49:00 PM,JN,6/5/2024,1:55:00 PM,ST,,6/5/2024,7.74093E+11,,
61,P726620,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726620 060724 060524 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,5/29/2024,1:55:00 PM,JN,6/5/2024,2:06:00 PM,ST,,6/5/2024,7.74093E+11,,
61,P726641,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726641 060724 060524 Bambrey SS,,Bambrey,NA,Sample,5/29/2024,2:02:00 PM,JN,6/5/2024,1:43:00 PM,ST,,6/5/2024,7.74093E+11,,
61,P726642,Y,13-May,5/16/2024,6/6/2024,,,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,2,P726642 060724 060524 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,5/29/2024,2:08:00 PM,JN,6/5/2024,1:48:00 PM,ST,,6/5/2024,7.74093E+11,,
61,P726643,Y,13-May,5/16/2024,6/6/2024,,,Y,NO SPLIT,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,1,P726643 060724 052924 Ritner FB,8,Ritner FB,"39.92296389, -75.186874",Field Blank,5/29/2024,2:08:00 PM,JN,5/29/2024,2:10:00 PM,JN,,6/5/2024,7.74093E+11,,
61,P726645,Y,13-May,5/16/2024,6/6/2024,,,Y,NO SPLIT,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 060624,1,P726645 060724 060524 LAB BLANK,,LAB BLANK,NA,Lab Blank,5/28/2024,,,6/5/2024,,,,6/5/2024,7.74093E+11,,
61,P726647,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726647 062124 061224 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,6/5/2024,12:57:00 PM,JN,6/12/2024,9:56:00 AM,LF,,6/19/2024,7.73232E+11,,
61,P726648,Y,30-Apr,5/16/2024,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726648 062124 061224 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,6/5/2024,1:10:00 PM,JN,6/12/2024,10:10:00 AM,LF,,6/19/2024,7.73232E+11,,
61,P726650,Y,30-Apr,5/16/2024,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726650 062124 061224 61st SS,3,61st,"39.91820446, -75.2085474",Sample,6/5/2024,1:16:00 PM,JN,6/12/2024,9:50:00 AM,LF,,6/19/2024,7.73232E+11,,
61,P726652,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726652 062124 061224 28th SS,4,28th,"39.92061091, -75.1955879",Sample,6/5/2024,1:24:00 PM,JN,6/12/2024,9:45:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P726657,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726657 062124 061224 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,6/5/2024,1:32:00 PM,JN,6/12/2024,9:28:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P726659,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726659 062124 061224 Bambrey SS,,Bambrey,NA,Sample,6/5/2024,1:43:00 PM,JN,6/12/2024,9:33:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P726661,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P726661 062124 061224 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,6/5/2024,1:48:00 PM,JN,6/12/2024,9:37:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P726668,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P726668 062124 061224 Ritner DUP SS,8,Ritner DUP,"39.92296389, -75.186874",Duplicate,6/5/2024,1:48:00 PM,JN,6/12/2024,9:38:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P733853,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P733853 062124 061224 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,6/5/2024,1:55:00 PM,JN,6/12/2024,9:23:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P733866,Y,13-May,5/16/2024,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P733866 062124 061924 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,6/12/2024,9:19:00 AM,LF,6/19/2024,11:20:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P733869,Y,30-Apr,5/16/2024,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P733869 062124 061924 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,6/12/2024,9:23:00 AM,LF,6/19/2024,11:04:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P733880,Y,30-Apr,5/16/2024,6/20/2024,,,Y,NO SPLIT,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,1,P733880 062124 060524 Pt B Mid FB,6,Pt B Mid FB,"39.92771763, -75.1873965",Field Blank,6/5/2024,1:55:00 PM,JN,6/5/2024,1:56:00 PM,JN,This one should've been shipped out on 6/5 but got skipped. Will ship on 6/19,6/19/2024,7.73232E+11,,
62,P733895,Y,6-May,5/16/2024,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P733895 062124 061224 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,6/5/2024,2:06:00 PM,JN,6/12/2024,9:20:00 AM,LF,,6/19/2024,7.73232E+11,,
62,P733897,Y,30-Apr,5/16/2024,6/20/2024,,,Y,SS,kc (main ),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P733897 062124 061224 26th SS,9,26th,"39.91327125, -75.1922011",Sample,6/5/2024,2:33:00 PM,JN,6/12/2024,10:21:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726601,,,,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726601 062124 061924 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,6/12/2024,9:28:00 AM,LF,6/19/2024,11:06:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726644,,,,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726644 062124 061924 Pt B Near DUP SS,5,Pt B Near DUP,"39.92624784, -75.1923165",Duplicate,6/12/2024,9:29:00 AM,LF,6/19/2024,11:06:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726649,,,,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726649 062124 061924 Bambrey SS,,Bambrey,NA,Sample,6/12/2024,9:33:00 AM,LF,6/19/2024,11:09:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726651,,,,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726651 062124 061924 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,6/12/2024,9:37:00 AM,LF,6/19/2024,11:00:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726658,,,,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726658 062124 061924 26th SS,9,26th,"39.91327125, -75.1922011",Sample,6/12/2024,10:21:00 AM,LF,6/19/2024,11:29:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726660,,,,6/20/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,2,P726660 062124 061924 28th SS,4,28th,"39.92061091, -75.1955879",Sample,6/12/2024,9:45:00 AM,LF,6/19/2024,10:56:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726664,,,,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P726664 062124 061924 61st SS,3,61st,"39.91820446, -75.2085474",Sample,6/12/2024,9:50:00 AM,LF,6/19/2024,10:53:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726665,,,,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P726665 062124 061924 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,6/12/2024,10:10:00 AM,LF,6/19/2024,10:50:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726666,,,,6/20/2024,,,Y,SS,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,2,P726666 062124 061924 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,6/12/2024,9:56:00 AM,LF,6/19/2024,10:41:00 AM,LF,,6/19/2024,7.73232E+11,,
63,P726669,,,,6/20/2024,,,Y,NO SPLIT,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 061924,1,P726669 062124 061224 Bartrams FB RR,1,Bartrams,"39.92896, -75.212541",Field Blank,6/12/2024,9:57:00 AM,LF,6/12/2024,9:58:00 AM,LF,,6/19/2024,7.73232E+11,,
64,P726670,,,,6/27/2024,,,,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 062724,2,P726670 062724 061924 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,6/19/2024,10:39:00 AM,LF,6/26/2024,10:19:00 AM,LF,,6/26/2024,7.74794E+11,,
64,P733841,,,,6/27/2024,,,,,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 062724,2,P733841 062724 061924 Bartrams DUP SS,1,Bartrams DUP,"39.92896, -75.212541",Duplicate,6/19/2024,10:40:00 AM,LF,6/26/2024,10:19:00 AM,LF,,6/26/2024,7.74794E+11,,
64,P733843,,,,6/27/2024,,,,,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 062724,2,P733843 062724 061924 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,6/19/2024,10:49:00 AM,LF,6/26/2024,10:31:00 AM,LF,,6/26/2024,#REF!,,
64,P733847,,,,6/27/2024,,,,,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 062724,2,P733847 062724 061924 61st SS,3,61st,"39.91820446, -75.2085474",Sample,6/19/2024,10:53:00 AM,LF,6/26/2024,10:44:00 AM,PW,,6/26/2024,7.74794E+11,,
64,P733848,,,,6/27/2024,,,,,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 062724,2,P733848 062724 061924 28th SS,4,28th,"39.92061091, -75.1955879",Sample,6/19/2024,10:56:00 AM,LF,6/26/2024,10:56:00 AM,LF,,6/26/2024,7.74794E+11,,
64,P733849,,,,6/27/2024,,,,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 062724,2,P733849 062724 061924 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,6/19/2024,11:00:00 AM,LF,6/26/2024,11:01:00 AM,LF,,6/26/2024,7.74794E+11,,
64,P733850,,,,6/27/2024,,,,,KC (front),DREXEL MAIN DATABASE 23-24 FRONT,MMT 062724,2,P733850 062724 061924 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,6/19/2024,11:03:00 AM,LF,6/26/2024,11:06:00 AM,LF,,6/26/2024,7.74794E+11,,
64,P733851,,,,6/27/2024,,,,,KC (front),DREXEL MAIN DATABASE 23-24 FRONT,MMT 062724,2,P733851 062724 061924 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,6/19/2024,11:05:00 AM,LF,6/26/2024,11:10:00 AM,LF,,6/26/2024,7.74794E+11,,
64,P733854,,,,6/27/2024,,,,,kc (front),DREXEL MAIN DATABASE 23-24 FRONT,MMT 062724,2,P733854 062724 061924 Bambrey SS,,Bambrey,NA,Sample,6/19/2024,11:08:00 AM,LF,6/26/2024,11:12:00 AM,LF,,6/26/2024,7.74794E+11,,
64,P733856,,,,6/27/2024,,,,,kc (front),DREXEL MAIN DATABASE 23-24 FRONT,MMT 062724,2,P733856 062724 061924 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,6/19/2024,11:19:00 AM,LF,6/26/2024,11:20:00 AM,LF,,6/26/2024,7.74794E+11,,
65,P733857,,,,6/27/2024,,,,,kc (Main),DREXEL MAIN DATABASE 23-24 ,MMT 062724,2,P733857 062724 061924 26th SS,9,26th,"39.91327125, -75.1922011",Sample,6/19/2024,11:28:00 AM,LF,6/26/2024,11:37:00 AM,LF,,6/26/2024,7.74794E+11,,
65,P733859,,,,6/20/2024,,,Y,NO SPLIT,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,1,P733859 062124 061924 26th FB,9,26th FB,"39.91327125, -75.1922011",Field Blank,6/19/2024,11:28:00 AM,LF,6/19/2024,11:29:00 AM,LF,,6/19/2024,7.73232E+11,,
65,P733860,,,,6/20/2024,,,Y,NO SPLIT,GT (Laptop 2),DREXEL MAIN DATABASE 23-24 LAPTOP 2,MMT 061924,1,P733860 062124 061924 Lab blank,,Lab blank,NA,Lab Blank,6/5/2024,,,6/19/2024,,,,6/19/2024,7.73232E+11,,
65,P733861,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,oops -- accidentally opened for a few minutes since I was in the habit of putting new tubes out. Do not analyze,6/26/2024,7.74794E+11,,no
65,P733863,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,oops -- accidentally opened for a few minutes since I was in the habit of putting new tubes out. Do not analyze,6/26/2024,7.74794E+11,,no
65,P733864,,,,6/27/2024,,,,,KC (MAIN),,,,,,,NA,Sample,,,,,,,oops -- accidentally opened for a few minutes since I was in the habit of putting new tubes out. Do not analyze,6/26/2024,7.74794E+11,,no
65,P733871,,,,6/27/2024,,,,,KC (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 062724,1,P733871 062724 061924 26th FB,9,26th FB,"39.91327125, -75.1922011",Field Blank,6/26/2024,11:37:00 AM,LF,6/26/2024,11:37:00 AM,LF,,6/26/2024,7.74794E+11,,
65,P733873,,,,6/27/2024,,,,,KC (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 062724,1,P733873 062724 060524 Lab blank,,Lab blank,NA,Sample,6/5/2024,,,6/26/2024,,,,6/26/2024,7.74794E+11,,
65,P733876,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
65,P733877,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733881,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733882,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733883,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733885,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733887,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733893,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733894,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733896,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733898,,,,6/27/2024,,,,,,,,,,,,NA,Sample,,,,,,,Unopened,6/26/2024,7.74794E+11,,no
66,P733899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
