Box number,Tube number,Blanked prior,Date blanked,Date shipped to PA,Date received in ID,Days in RETURN transit,Time collected (DAYS),Purged,RUN/SPLIT TYPE,Qedited by,added to database,Q-Edit Method,MULTIPLIER,"FILE NAME (TUBE # + TODAY DATE + END DATE + LOCATION + (FB,LAB BLANK,DUP,etc)",LOCATION NUMBER,LOCATION,LOCATION LAT/LONG,Sample Type,START DATE,START TIME,User set up,END DATE,END TIME,User take down,COMMENTS,Date return shipped to ID,Tracking #,MONTH,USE SAMPLE
51,P733871,Y,24-Feb,3/10/2024,4/11/2024,1,7,Y,SS,KC (Main),DREXEL MAIN DATABASE 23-24 ,MMT 041024,2,P733871 041224 041024 Point Breeze Far Dup SS,7,Point Breeze Far,"39.93094655, -75.1829941",Duplicate,4/3/2024,11:55:00 AM,ST,4/10/2024,11:51:00 AM,,,4/10/2024,Sent with Nancy,,
51,P733879,Y,24-Feb,3/10/2024,4/11/2024,1,7,Y,SS,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 041024,2,P733879 041224 041024 26th St SS,9,26th St,"39.91327125, -75.1922011",Sample,4/3/2024,12:03:00 PM,ST,4/10/2024,12:07:00 PM,,,4/10/2024,Sent with Nancy,,
51,P733873,Y,24-Feb,3/10/2024,4/11/2024,1,0,Y,NO SPLIT,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 041024,1,P733873 041124 040324 26th St FB,9,26th St FB,"39.91327125, -75.1922011",Field Blank,4/3/2024,12:03:00 PM,ST,4/10/2024,12:03:00 PM,,,4/10/2024,Sent with Nancy,,
51,P733880,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733880 042624 041724 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,4/10/2024,10:30:00 AM,LF,4/17/2024,12:15:00 PM,ST,,4/24/2024,77343680637,,
51,P733881,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733881 042624 041724 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,4/10/2024,10:48:00 AM,LF,4/17/2024,12:27:00 PM,ST,,4/24/2024,77343680637,,
51,P733882,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733882 042624 041724 61st and Passyunk SS,3,61st and Passyunk,"39.91820446, -75.2085474",Sample,4/10/2024,10:59:00 AM,LF,4/17/2024,12:33:00 PM,ST,,4/24/2024,77343680637,,
51,P733883,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P733883 042624 041724 28th and Passyunk SS,4,28th and Passyunk,"39.92061091, -75.1955879",Sample,4/10/2024,11:09:00 AM,LF,4/17/2024,12:39:00 PM,ST,,4/24/2024,77343680637,,
52,P726648,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P726648 042624 041724 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,4/10/2024,11:20:00 AM,LF,4/17/2024,12:48:00 PM,ST,,4/24/2024,77343680637,,
52,P726649,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P726649 042624 041724 Point Breeze Mid SS,6,Point Breeze Mid,"39.92771763, -75.1873965",Sample,4/10/2024,11:28:00 AM,LF,4/17/2024,1:07:00 PM,ST,,4/24/2024,77343680637,,
52,P726650,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P726650 042624 041724 Point Breeze Near SS,5,Point Breeze Near,"39.92624784, -75.1923165",Sample,4/10/2024,11:38:00 AM,LF,4/17/2024,1:12:00 PM,ST,,4/24/2024,77343680637,,
52,P726654,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P726654 042624 041724 Point Breeze Near Dup SS,5,Point Breeze Near Dup,"39.92624784, -75.1923165",Duplicate,4/10/2024,11:38:00 AM,LF,4/17/2024,1:12:00 PM,ST,,4/24/2024,77343680637,,
52,P726658,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P726658 042624 041724 Point Breeze Far SS,7,Point Breeze Far,"39.93094655, -75.1829941",Sample,4/10/2024,11:52:00 AM,LF,4/17/2024,12:58:00 PM,ST,,4/24/2024,77343680637,,
52,P726660,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P726660 042624 041724 26th SS,9,26th,"39.91327125, -75.1922011",Sample,4/10/2024,12:04:00 PM,LF,4/17/2024,1:38:00 PM,ST,,4/24/2024,77343680637,,
52,P726662,Y,24-Feb,3/10/2024,4/11/2024,1,0,Y,NO SPLIT,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 041024,1,P726662 041124 040324 26th FB,9,26th FB,"39.91327125, -75.1922011",Field Blank,4/10/2024,12:04:00 PM,LF,4/10/2024,12:04:00 PM,LF,,4/10/2024,Sent with Nancy,,
52,P726663,Y,24-Feb,3/10/2024,4/11/2024,1,0,Y,NO SPLIT,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 041024,1,P726663 041124 040324 Lab BLANK,,Lab BLANK,NA,Lab Blank,3/12/2024,,,4/10/2024,,,,4/10/2024,Sent with Nancy,,
52,P726669,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 042524,2,P726669 042724 042424 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,4/17/2024,12:15:00 PM,ST,4/24/2024,7:45:00 AM,LF,,4/24/2024,77343680637,,
53,P726670,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,KC (Main),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P726670 042724 042424 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,4/17/2024,12:27:00 PM,ST,4/24/2024,7:32:00 AM,LF,,4/24/2024,77343680637,,
53,P726666,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P726666 042724 042424 61st and Passyunk SS,3,61st and Passyunk,"39.91820446, -75.2085474",Sample,4/17/2024,12:33:00 PM,ST,4/24/2024,7:55:00 AM,LF,,4/24/2024,77343680637,,
53,P733867,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733867 042724 042424 28th and Passyunk SS,4,28th and Passyunk,"39.92061091, -75.1955879",Sample,4/17/2024,12:39:00 PM,ST,4/24/2024,8:00:00 AM,LF,,4/24/2024,77343680637,,
53,P733868,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733868 042724 042424 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,4/17/2024,12:48:00 PM,ST,4/24/2024,8:06:00 AM,LF,,4/24/2024,77343680637,,
53,P733885,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733885 042724 042424 Point Breeze Far SS,7,Point Breeze Far,"39.93094655, -75.1829941",Sample,4/17/2024,12:58:00 PM,ST,4/24/2024,8:28:00 AM,LF,,4/24/2024,77343680637,,
53,P733893,Y,24-Feb,3/10/2024,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733893 042624 042424 Point Breeze Mid SS RENAME,6,Point Breeze Mid,"39.92771763, -75.1873965",Sample,4/17/2024,1:07:00 PM,ST,4/24/2024,8:10:00 AM,LF,,4/24/2024,77343680637,,
53,P733894,Y,,,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733894 042724 042424 Point Breeze Mid DUP SS,6,Point Breeze Mid DUP,"39.92771763, -75.1873965",Duplicate,4/17/2024,1:07:00 PM,ST,4/24/2024,8:10:00 AM,LF,,4/24/2024,77343680637,,
53,P733896,Y,,,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733896 042724 042424 Point Breeze Near SS,5,Point Breeze Near,"39.92624784, -75.1923165",Sample,4/17/2024,1:12:00 PM,ST,4/24/2024,8:15:00 AM,LF,,4/24/2024,77343680637,,
53,P733897,Y,,,4/25/2024,1,0,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,1,P733897 042624 042424 Point Breeze Near FB,5,Point Breeze Near FB,"39.92624784, -75.1923165",Field Blank,4/17/2024,1:12:00 PM,ST,4/17/2024,1:13:00 PM,LF,,4/24/2024,77343680637,,
53,P733898,Y,,,4/25/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733898 042724 042424 Bambrey SS,,Bambrey,NA,Sample,4/17/2024,1:26:00 PM,ST,4/24/2024,8:20:00 AM,LF,,4/24/2024,77343680637,,
53,P733899,Y,15-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,2,P733899 042724 042424 26th  SS,9,26th ,"39.91327125, -75.1922011",Sample,4/17/2024,1:38:00 PM,ST,4/24/2024,8:40:00 AM,LF,,4/24/2024,77343680637,,
54,P733866,Y,15-Apr,4/19/2024,4/25/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 050724,2,P733866 051124 050124 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,4/24/2024,7:32:00 AM,LF,5/1/2024,9:42:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P733869,Y,16-Mar,4/19/2024,5/10/2024,1,0,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,1,P733869 042624 042424 26th FB,9,26th FB,"39.91327125, -75.1922011",Field Blank,4/24/2024,8:40:00 AM,LF,4/24/2024,8:40:00 AM,LF,,4/24/2024,77343680637,,
54,P726604,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726604 051124 050124 Bartrams SS.D,1,Bartrams,"39.92896, -75.212541",Duplicate,4/24/2024,7:45:00 AM,LF,5/1/2024,9:29:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P726605,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726605 051124 050124 Bartrams SS.D,1,Bartrams,"39.92896, -75.212541",Sample,4/24/2024,7:45:00 AM,LF,5/1/2024,9:29:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P726606,Y,16-Mar,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726606 051124 050124 61st SS.D,3,61st,"39.91820446, -75.2085474",Sample,4/24/2024,7:55:00 AM,LF,5/1/2024,9:46:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P726607,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726607 051324 050124 28th SS.D,4,28th,"39.92061091, -75.1955879",Sample,4/24/2024,8:00:00 AM,LF,5/1/2024,9:50:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P726608,Y,15-Apr,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726608 051124 050124 Ritner SS.D,8,Ritner,"39.92296389, -75.186874",Sample,4/24/2024,8:06:00 AM,LF,5/1/2024,9:54:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P726609,Y,15-Apr,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726609 051124 050124 Pt Breeze Mid SS.D,6,Pt Breeze Mid,"39.92771763, -75.1873965",Sample,4/24/2024,8:10:00 AM,LF,5/1/2024,10:00:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P726611,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726611 051124 050124 Pt Breeze Near SS.D,5,Pt Breeze Near,"39.92624784, -75.1923165",Sample,4/24/2024,8:15:00 AM,LF,5/1/2024,10:03:00 AM,LF,,5/9/2024,7.76034E+11,,
54,P726614,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726614 051124 050124 Bambrey SS.D,,Bambrey,NA,Sample,4/24/2024,8:20:00 AM,LF,5/1/2024,10:07:00 AM,LF,,5/9/2024,7.76034E+11,,
55,P726615,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,kc (main),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726615 051124 050124 Pt Breeze Far SS,7,Pt Breeze Far,"39.93094655, -75.1829941",Sample,4/24/2024,8:28:00 AM,LF,5/1/2024,10:13:00 AM,LF,,5/9/2024,7.76034E+11,,
55,P726616,Y,13-Mar,4/19/2024,5/10/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726616 051124 050124 26th SS,9,26th,"39.91327125, -75.1922011",Sample,4/24/2024,8:40:00 AM,LF,5/1/2024,10:24:00 AM,LF,,5/9/2024,7.76034E+11,,
55,P726617,Y,15-Apr,4/19/2024,4/25/2024,1,0,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 042524,1,P726617 042624 042424 Lab blank,,Lab blank,NA,Lab Blank,4/24/2024,,,,12:00:00 AM,,,4/24/2024,77343680637,,
55,P726618,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726618 051224 050824 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,5/1/2024,9:29:00 AM,LF,5/8/2024,12:10:00 PM,ST,,5/9/2024,7.76034E+11,,
55,P726619,Y,15-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726619 051224 050824 Bartrams DUP SS,1,Bartrams DUP,"39.92896, -75.212541",Duplicate,5/1/2024,9:29:00 AM,LF,5/8/2024,12:10:00 PM,ST,,5/9/2024,7.76034E+11,,
55,P726620,Y,3-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726620 051224 050824 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,5/1/2024,9:42:00 AM,LF,5/8/2024,12:25:00 PM,ST,,5/9/2024,7.76034E+11,,
55,P726641,Y,4-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726641 051224 050824 61st SS,3,61st,"39.91820446, -75.2085474",Sample,5/1/2024,9:46:00 AM,LF,5/8/2024,12:37:00 PM,ST,,5/9/2024,7.76034E+11,,
55,P726642,Y,15-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,2,P726642 051224 050824 28th SS,4,28th,"39.92061091, -75.1955879",Sample,5/1/2024,9:50:00 AM,LF,5/8/2024,12:42:00 PM,ST,,5/9/2024,7.76034E+11,,
55,P726643,Y,3-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 050724,2,P726643 051224 050824 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,5/1/2024,9:54:00 AM,LF,5/8/2024,1:00:00 PM,ST,,5/9/2024,7.76034E+11,,
55,P726645,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 050724,2,P726645 051224 050824 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,5/1/2024,10:00:00 AM,LF,5/8/2024,1:14:00 PM,JN,,5/9/2024,7.76034E+11,,
56,P726647,Y,3-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 050724,2,P726647 051224 050824 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,5/1/2024,10:03:00 AM,LF,5/8/2024,1:10:00 PM,ST,,5/9/2024,7.76034E+11,,
56,P726652,Y,18-Mar,4/19/2024,5/10/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 050724,2,P726652 051224 050824 Bambrey SS,NA,Bambrey,NA,Sample,5/1/2024,10:07:00 AM,LF,5/8/2024,12:54:00 PM,ST,,5/9/2024,7.76034E+11,,
56,P726657,Y,3-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 050724,2,P726657 051224 050824 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,5/1/2024,10:13:00 AM,LF,5/8/2024,1:22:00 PM,ST,,5/9/2024,7.76034E+11,,
56,P726659,Y,3-Apr,4/19/2024,5/10/2024,1,7,Y,,GT (FRONT),DREXEL MAIN DATABASE 23-24 FRONT,MMT 050724,2,P726659 051224 050824 26th SS,9,26th,"39.91327125, -75.1922011",Sample,5/1/2024,10:24:00 AM,LF,5/8/2024,1:33:00 PM,ST,,5/9/2024,7.76034E+11,,
56,P726661,Y,3-Apr,4/19/2024,5/10/2024,1,0,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,1,P726661 051224 050124 26th FB,9,26th FB,"39.91327125, -75.1922011",Field Blank,5/1/2024,10:24:00 AM,LF,5/1/2024,10:24:00 AM,LF,,5/9/2024,7.76034E+11,,
56,P726664,Y,13-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324 ,2,P726664 052324 051524 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,5/8/2024,12:10:00 PM,JN,5/15/2024,1:25:00 PM,LF,,5/22/2024,7.76034E+11,,
56,P726665,Y,15-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324 ,2,P726665 052324 051524 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,5/8/2024,12:25:00 PM,JN,5/15/2024,1:36:00 PM,LF,,5/22/2024,7.76034E+11,,
56,P726668,Y,3-Apr,4/19/2024,5/10/2024,1,0,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,1,P726668 051224 050824 Lab Blank ,NA,Lab Blank,NA,Lab Blank,4/23/2024,,,5/9/2024,,,,5/9/2024,7.76034E+11,,
56,P733841,Y,15-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324 ,2,P733841 052424 052224 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,5/15/2024,1:25:00 PM,LF,5/22/2024,9:33:00 AM,LF,,5/22/2024,7.76034E+11,,
56,P733843,Y,16-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324 ,2,P733843 052424 052224 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,5/15/2024,1:36:00 PM,LF,5/22/2024,9:46:00 AM,LF,,5/22/2024,7.76034E+11,,
57,P733847,Y,16-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733847 052324 051524 61st SS,3,61st,"39.91820446, -75.2085474",Sample,5/8/2024,12:37:00 PM,JN,5/15/2024,1:42:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733848,Y,4-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733848 052324 051524 61st DUP SS,3,61st DUP,"39.91820446, -75.2085474",Duplicate,5/8/2024,12:37:00 PM,JN,5/15/2024,1:42:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733849,Y,16-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733849 052324 051524 28th SS,4,28th,"39.92061091, -75.1955879",Sample,5/8/2024,12:42:00 PM,JN,5/15/2024,1:47:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733850,Y,11-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733850 052324 051524 Bambrey SS,NA,Bambrey,NA,Sample,5/8/2024,12:54:00 PM,ST,5/15/2024,2:02:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733851,Y,4-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733851 052324 051524 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,5/8/2024,1:00:00 PM,JN,5/15/2024,1:50:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733853,Y,15-Apr,4/19/2024,5/10/2024,1,0,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 050724,1,P733853 051224 050124 Ritner FB,8,Ritner FB,"39.92296389, -75.186874",Field Blank,5/8/2024,1:00:00 PM,ST,5/8/2024,1:00:00 PM,ST,,5/9/2024,7.76034E+11,,
57,P733854,Y,15-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324 ,2,P733854 052324 051524 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,5/8/2024,1:10:00 PM,JN,5/15/2024,1:58:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733856,Y,18-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324 ,2,P733856 052324 051524 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,5/8/2024,1:14:00 PM,JN,5/15/2024,1:54:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733859,Y,18-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733859 052324 051524 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,5/8/2024,1:22:00 PM,JN,5/15/2024,2:07:00 PM,LF,,5/22/2024,7.76034E+11,,
57,P733861,Y,15-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733861 052324 051524 26th SS,9,26th,"39.91327125, -75.1922011",Sample,5/8/2024,1:33:00 PM,JN,5/15/2024,2:18:00 PM,LF,,5/22/2024,7.76034E+11,,
58,P733863,Y,15-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733863 052424 052224 61st SS,3,61st,"39.91820446, -75.2085474",Sample,5/15/2024,1:42:00 PM,LF,5/22/2024,9:52:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733864,Y,15-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733864 052424 052224 61st DUP SS,3,61st DUP,"39.91820446, -75.2085474",Duplicate,5/15/2024,1:42:00 PM,LF,5/22/2024,9:52:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733871,Y,11-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733871 052424 052224 28th SS,4,28th,"39.92061091, -75.1955879",Sample,5/15/2024,1:47:00 PM,LF,5/22/2024,9:58:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733873,Y,7-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733873 052424 052224 Ritner SS,8,Ritner,"39.92296389, -75.186874",Sample,5/15/2024,1:50:00 PM,LF,5/22/2024,10:03:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733876,Y,18-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733876 052424 052224 Pt B Mid SS,6,Pt B Mid,"39.92771763, -75.1873965",Sample,5/15/2024,1:54:00 PM,LF,5/22/2024,11:16:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733877,Y,15-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733877 052424 052224 Pt B Near SS,5,Pt B Near,"39.92624784, -75.1923165",Sample,5/15/2024,1:58:00 PM,LF,5/22/2024,10:12:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733878,Y,11-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733878 052424 052224 Bambrey SS,,Bambrey,NA,Sample,5/15/2024,2:02:00 PM,LF,5/22/2024,10:17:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733879,Y,11-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733879 052424 052224 Pt B Far SS,7,Pt B Far,"39.93094655, -75.1829941",Sample,5/15/2024,2:07:00 PM,LF,5/22/2024,10:23:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733886,Y,11-Apr,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733886 052424 052224 26th SS,9,26th,"39.91327125, -75.1922011",Sample,5/15/2024,2:18:00 PM,LF,5/22/2024,10:32:00 AM,LF,,5/22/2024,7.76034E+11,,
58,P733887,Y,16-Mar,4/19/2024,,,,Y,,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 052324,2,P733887 052324 051524 26th FB SS,9,26th FB,"39.91327125, -75.1922011",Field Blank,5/15/2024,2:18:00 PM,LF,5/15/2024,2:18:00 PM,LF,,5/22/2024,7.76034E+11,,
59,P733888,Y,11-Apr,4/19/2024,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P733888 060624 052924 Bartrams SS,1,Bartrams,"39.92896, -75.212541",Sample,5/22/2024,9:32:00 AM,LF,5/29/2024,1:01:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P733889,Y,16-Mar,4/19/2024,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P733889 060624 052924 Essington SS,2,Essington,"39.90131732, -75.2250262",Sample,5/22/2024,9:46:00 AM,LF,5/29/2024,1:17:00 PM,LF,,6/5/2024,7.74093E+11,,
59,P733890,Y,4-Apr,4/19/2024,6/6/2024,,,Y,SS,GT (MAIN),DREXEL MAIN DATABASE 23-24 ,MMT 060624,2,P733890 060724 052924 61st SS,3,61st,"39.91820446, -75.2085474",Sample,5/22/2024,9:52:00 AM,LF,5/29/2024,1:24:00 PM,LF,,6/5/2024,7.74093E+11,,
